Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
211507.721	NaN	1.946	7.141	-5.087	1510.623	1501.099	1498.901	-1.069	-2.885	3.679	-0.306	5.742	-7.349
211508.698	NaN	1.946	7.130	-5.098	1510.623	1501.099	1498.901	-0.885	-2.992	3.634	-0.230	5.818	-7.426
211509.674	NaN	1.946	7.141	-5.109	1510.623	1500.366	1498.901	-0.901	-2.901	3.542	-0.153	5.665	-7.426
211510.651	NaN	1.946	7.141	-5.098	1510.623	1500.366	1500.366	-0.855	-2.870	3.603	-0.230	5.742	-7.273
211511.627	NaN	1.946	7.141	-5.098	1511.355	1500.366	1499.634	-0.901	-2.947	3.618	-0.153	5.665	-7.426
211512.604	NaN	1.935	7.152	-5.098	1510.623	1499.634	1500.366	-1.023	-2.809	3.496	-0.153	5.742	-7.426
211513.580	NaN	1.935	7.152	-5.087	1509.890	1499.634	1501.099	-0.824	-2.748	3.405	-0.306	5.742	-7.426
211514.557	NaN	1.946	7.163	-5.087	1510.623	1501.099	1498.901	-0.733	-2.733	3.527	-0.230	5.665	-7.579
211515.533	NaN	1.935	7.152	-5.076	1509.890	1500.366	1500.366	-0.702	-2.733	3.679	-0.153	5.971	-7.426
211516.510	NaN	1.946	7.152	-5.098	1510.623	1500.366	1500.366	-0.641	-2.702	3.740	-0.230	5.818	-7.349
211517.487	NaN	1.946	7.152	-5.087	1509.890	1500.366	1501.099	-0.840	-2.718	3.588	-0.230	5.665	-7.426
211518.463	NaN	1.935	7.152	-5.098	1510.623	1499.634	1499.634	-0.916	-2.718	3.466	-0.153	5.665	-7.349
211519.440	NaN	1.946	7.152	-5.098	1511.355	1500.366	1500.366	-0.840	-2.962	3.466	-0.383	5.665	-7.502
211520.416	NaN	1.946	7.152	-5.098	1509.890	1500.366	1499.634	-1.008	-2.977	3.450	-0.230	5.742	-7.502
211521.393	NaN	1.946	7.152	-5.098	1509.890	1499.634	1499.634	-0.977	-2.962	3.435	-0.230	5.665	-7.502
211522.369	NaN	1.946	7.152	-5.120	1509.890	1499.634	1499.634	-0.718	-2.870	3.389	-0.306	5.895	-7.349
211523.346	NaN	1.957	7.152	-5.109	1511.355	1499.634	1500.366	-0.718	-2.824	3.557	-0.306	5.742	-7.349
211524.323	NaN	1.967	7.152	-5.109	1509.890	1501.099	1499.634	-0.824	-2.870	3.618	-0.230	5.818	-7.579
211525.299	NaN	1.967	7.152	-5.098	1510.623	1500.366	1501.099	-0.916	-2.901	3.557	-0.230	5.665	-7.579
211526.276	NaN	1.967	7.152	-5.087	1509.890	1499.634	1499.634	-0.840	-2.962	3.374	-0.153	5.818	-7.502
211527.252	NaN	1.967	7.141	-5.098	1510.623	1499.634	1499.634	-0.687	-2.977	3.389	-0.306	5.818	-7.502
211528.229	NaN	1.967	7.130	-5.098	1509.890	1499.634	1500.366	-0.779	-2.855	3.710	-0.230	5.742	-7.502
211529.205	NaN	1.967	7.141	-5.087	1511.355	1500.366	1499.634	-0.733	-2.672	3.847	-0.383	5.895	-7.349
211530.182	NaN	1.967	7.152	-5.087	1510.623	1499.634	1501.099	-0.718	-2.656	3.771	-0.306	5.742	-7.502
211531.158	NaN	1.957	7.141	-5.087	1510.623	1499.634	1500.366	-0.733	-2.702	3.481	-0.306	5.665	-7.349
211532.135	NaN	1.957	7.152	-5.087	1511.355	1501.099	1499.634	-0.748	-2.885	3.344	-0.230	5.742	-7.502
