Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
216410.065	NaN	-3.446	1.783	9.207	1506.960	1504.029	1509.890	-0.183	0.473	-1.832	-6.124	0.000	8.191
216411.041	NaN	-3.424	1.783	9.207	1506.227	1504.029	1510.623	-0.122	0.595	-1.786	-6.124	0.000	8.038
216412.018	NaN	-3.424	1.783	9.207	1505.495	1504.029	1509.890	-0.214	0.611	-1.618	-6.278	0.000	7.962
216412.994	NaN	-3.424	1.783	9.196	1506.960	1503.297	1509.890	-0.168	0.672	-1.481	-6.124	-0.077	8.038
216413.971	NaN	-3.435	1.783	9.196	1505.495	1503.297	1510.623	-0.214	0.641	-1.664	-6.048	0.000	7.962
216414.948	NaN	-3.446	1.793	9.196	1505.495	1504.762	1509.158	-0.260	0.565	-1.817	-6.124	0.000	8.115
216415.924	NaN	-3.435	1.793	9.196	1504.762	1504.762	1510.623	-0.183	0.305	-1.924	-6.278	0.000	8.191
216416.901	NaN	-3.435	1.793	9.207	1505.495	1504.762	1509.890	-0.153	0.305	-1.802	-6.124	0.077	8.115
216417.877	NaN	-3.446	1.793	9.196	1505.495	1503.297	1510.623	-0.076	0.565	-1.725	-6.124	-0.077	8.038
216418.854	NaN	-3.446	1.793	9.196	1504.762	1503.297	1509.890	-0.031	0.519	-1.802	-6.124	0.077	8.038
216419.830	NaN	-3.435	1.793	9.196	1506.227	1504.762	1510.623	-0.153	0.427	-1.847	-6.048	-0.077	8.038
216420.807	NaN	-3.435	1.793	9.196	1506.227	1504.029	1508.425	0.015	0.427	-1.817	-6.048	0.000	8.038
216421.783	NaN	-3.424	1.793	9.207	1505.495	1504.762	1510.623	-0.015	0.366	-1.740	-6.124	0.077	8.191
216422.760	NaN	-3.413	1.783	9.196	1506.227	1504.029	1509.890	-0.290	0.275	-1.511	-6.124	0.000	8.115
216423.737	NaN	-3.424	1.783	9.196	1506.227	1504.029	1510.623	-0.366	0.443	-1.282	-6.124	0.000	8.115
216424.713	NaN	-3.424	1.793	9.207	1506.227	1504.029	1510.623	-0.321	0.595	-1.542	-6.278	-0.077	8.115
216425.690	NaN	-3.424	1.793	9.196	1505.495	1504.762	1509.158	-0.137	0.641	-1.679	-7.196	0.000	8.268
216426.666	NaN	-3.435	1.793	9.196	1506.960	1504.029	1511.355	-0.092	0.550	-1.710	-6.124	0.000	8.038
216427.643	NaN	-3.435	1.793	9.185	1504.762	1503.297	1512.088	-0.153	0.412	-1.710	-6.124	0.077	8.038
216428.619	NaN	-3.424	1.793	9.185	1506.227	1504.762	1509.890	-0.122	0.489	-1.786	-6.124	0.000	8.268
216429.596	NaN	-3.435	1.804	9.185	1505.495	1504.029	1509.158	-0.275	0.534	-1.679	-6.201	0.000	8.268
216430.573	NaN	-3.424	1.815	9.196	1505.495	1503.297	1510.623	-0.412	0.260	-1.710	-6.048	-0.153	8.038
216431.549	NaN	-3.435	1.815	9.185	1507.692	1504.029	1509.890	-0.321	0.244	-1.664	-6.201	0.077	8.038
216432.526	NaN	-3.435	1.804	9.185	1505.495	1504.762	1510.623	-0.183	0.336	-1.618	-6.201	-0.077	8.115
216433.502	NaN	-3.446	1.793	9.196	1504.762	1504.029	1507.692	-0.305	0.504	-1.679	-6.048	-0.153	8.115
216434.479	NaN	-3.435	1.804	9.207	1506.960	1504.029	1510.623	-0.321	0.489	-1.649	-6.124	0.000	8.115
216435.455	NaN	-3.435	1.793	9.207	1505.495	1504.029	1510.623	-0.107	0.504	-1.664	-6.048	0.000	8.115
216436.432	NaN	-3.446	1.793	9.207	1504.762	1503.297	1509.890	-0.015	0.504	-1.771	-6.278	-0.077	8.038
216437.408	NaN	-3.435	1.793	9.207	1506.960	1504.762	1509.890	0.183	0.565	-1.832	-6.278	-0.077	8.038
216438.385	NaN	-3.435	1.793	9.207	1504.029	1504.029	1509.890	0.031	0.504	-1.832	-6.048	-0.077	8.191
216439.362	NaN	-3.424	1.804	9.207	1505.495	1503.297	1510.623	-0.260	0.397	-1.664	-6.124	-0.153	8.038
216440.338	NaN	-3.424	1.804	9.207	1504.762	1504.029	1509.890	-0.229	0.427	-1.771	-6.201	-0.077	8.191
216441.315	NaN	-3.424	1.793	9.196	1506.227	1503.297	1510.623	0.122	0.489	-1.710	-6.201	-0.077	8.191
216442.291	NaN	-3.424	1.793	9.217	1505.495	1503.297	1508.425	-0.122	0.382	-1.634	-6.124	0.000	8.115
216443.268	NaN	-3.413	1.793	9.228	1505.495	1504.029	1511.355	-0.366	0.260	-1.573	-6.124	0.000	8.115
216444.244	NaN	-3.413	1.804	9.228	1505.495	1504.029	1511.355	-0.290	0.382	-1.649	-6.124	0.000	8.191
216445.221	NaN	-3.424	1.793	9.228	1506.227	1504.029	1509.890	-0.046	0.412	-1.618	-6.201	-0.077	8.191
216446.198	NaN	-3.424	1.793	9.228	1506.227	1504.029	1509.890	-0.122	0.336	-1.542	-6.201	0.000	8.115
216447.174	NaN	-3.424	1.793	9.239	1506.960	1504.762	1512.088	-0.260	0.534	-1.618	-6.124	0.000	7.962
216448.151	NaN	-3.424	1.793	9.228	1506.227	1504.029	1509.890	-0.244	0.489	-1.588	-6.201	0.000	8.115
216449.127	NaN	-3.424	1.783	9.228	1505.495	1504.762	1510.623	-0.183	0.305	-1.588	-6.124	0.077	8.038
216450.104	NaN	-3.457	1.783	9.217	1505.495	1504.029	1509.890	-0.076	0.412	-1.664	-6.048	0.000	8.191
216451.080	NaN	-3.467	1.783	9.228	1505.495	1505.495	1511.355	0.000	0.702	-1.527	-6.124	0.000	8.268
216452.057	NaN	-3.467	1.793	9.217	1506.227	1504.762	1509.158	0.214	0.519	-1.359	-6.124	0.000	8.115
216454.010	NaN	-3.467	1.804	9.217	1505.495	1504.762	1509.158	-0.107	0.336	-1.679	-6.278	0.000	8.115
216454.987	NaN	-3.478	1.815	9.207	1506.960	1504.029	1508.425	0.061	0.321	-1.511	-6.048	0.000	8.191
216455.963	NaN	-3.478	1.815	9.217	1506.227	1504.029	1510.623	0.275	0.351	-1.588	-6.278	0.000	8.115
216456.940	NaN	-3.467	1.815	9.217	1506.227	1504.029	1509.890	0.168	0.336	-1.542	-6.201	0.000	8.191
216457.916	NaN	-3.467	1.804	9.228	1505.495	1504.762	1510.623	0.031	0.382	-1.557	-7.349	0.000	8.191
216458.893	NaN	-3.478	1.804	9.239	1506.227	1504.029	1509.890	0.076	0.489	-1.603	-6.124	0.000	8.191
216459.869	NaN	-3.467	1.815	9.239	1506.227	1504.762	1509.890	-0.092	0.534	-1.649	-6.201	-0.153	8.115
216460.846	NaN	-3.467	1.815	9.250	1505.495	1504.029	1509.890	-0.153	0.534	-1.634	-6.201	-0.077	8.038
216461.823	NaN	-3.478	1.826	9.261	1506.960	1504.762	1510.623	-0.046	0.580	-1.511	-6.201	0.077	8.344
216462.799	NaN	-3.478	1.815	9.261	1506.227	1504.029	1509.890	0.107	0.458	-1.389	-6.278	0.077	8.191
216463.776	NaN	-3.489	1.804	9.272	1506.227	1504.029	1510.623	-0.061	0.351	-1.496	-6.278	0.000	8.268
216464.752	NaN	-3.489	1.804	9.272	1506.960	1504.762	1510.623	-0.153	0.275	-1.710	-6.124	-0.077	8.344
216465.729	NaN	-3.489	1.804	9.283	1505.495	1503.297	1509.890	-0.107	0.397	-1.649	-6.201	0.077	8.115
216466.705	NaN	-3.489	1.804	9.293	1505.495	1504.029	1509.890	-0.183	0.550	-1.481	-6.354	0.000	8.191
216467.682	NaN	-3.489	1.804	9.283	1505.495	1504.762	1509.158	-0.015	0.550	-1.420	-6.124	-0.153	8.344
216468.658	NaN	-3.478	1.804	9.283	1504.762	1502.564	1508.425	0.183	0.473	-1.481	-6.201	-0.077	8.115
216469.635	NaN	-3.489	1.804	9.293	1504.029	1504.029	1509.158	0.092	0.321	-1.664	-6.278	-0.077	8.191
216470.612	NaN	-3.500	1.804	9.293	1506.227	1504.029	1509.890	-0.076	0.366	-1.725	-6.278	-0.077	8.268
216471.588	NaN	-3.500	1.804	9.293	1504.762	1503.297	1509.890	-0.229	0.473	-1.511	-6.278	1.225	8.191
216472.565	NaN	-3.500	1.793	9.283	1506.227	1503.297	1509.890	-0.244	0.641	-1.542	-6.278	0.000	8.191
216473.541	NaN	-3.511	1.783	9.293	1505.495	1501.832	1509.158	-0.137	0.519	-1.542	-6.278	0.000	8.268
216474.518	NaN	-3.500	1.804	9.304	1505.495	1504.762	1511.355	-0.061	0.565	-1.374	-6.201	0.077	8.115
216475.494	NaN	-3.500	1.793	9.293	1505.495	1504.029	1510.623	-0.260	0.656	-1.344	-6.278	0.077	8.191
216476.471	NaN	-3.500	1.793	9.283	1506.227	1503.297	1509.890	-0.153	0.748	-1.496	-6.201	-0.077	8.191
216477.448	NaN	-3.500	1.804	9.283	1506.227	1504.762	1509.890	-0.015	0.611	-1.588	-6.201	-0.077	8.191
216478.424	NaN	-3.500	1.793	9.283	1504.762	1503.297	1509.890	-0.137	0.458	-1.573	-5.971	-0.077	8.191
216479.401	NaN	-3.489	1.793	9.283	1504.762	1504.762	1508.425	-0.321	0.321	-1.603	-6.201	-0.153	8.191
216480.377	NaN	-3.511	1.793	9.272	1506.227	1504.029	1510.623	-0.214	0.473	-1.557	-6.048	-0.153	8.268
216481.354	NaN	-3.511	1.793	9.283	1506.227	1503.297	1508.425	-0.168	0.550	-1.481	-6.278	-0.153	8.268
216482.330	NaN	-3.500	1.793	9.283	1506.960	1504.762	1509.158	-0.290	0.397	-1.481	-6.201	-0.077	8.268
216483.307	NaN	-3.511	1.783	9.283	1504.762	1504.029	1509.890	-0.168	0.275	-1.603	-6.354	-0.153	8.344
216484.283	NaN	-3.489	1.793	9.293	1506.227	1503.297	1509.158	-0.153	0.305	-1.786	-6.278	0.000	8.191
216485.260	NaN	-3.489	1.783	9.293	1505.495	1504.029	1510.623	-0.275	0.443	-1.618	-6.201	-0.077	8.268
216486.237	NaN	-3.511	1.783	9.304	1506.227	1504.029	1510.623	-0.107	0.626	-1.634	-6.124	-0.077	8.191
216487.213	NaN	-3.511	1.772	9.304	1504.029	1504.029	1509.890	0.015	0.565	-1.496	-6.278	-0.077	8.268
216488.190	NaN	-3.489	1.783	9.304	1506.227	1504.029	1509.890	-0.214	0.443	-1.511	-6.048	0.000	8.268
216489.166	NaN	-3.489	1.783	9.293	1505.495	1504.029	1512.088	-0.351	0.412	-1.527	-6.124	-0.077	8.268
216490.143	NaN	-3.500	1.783	9.283	1505.495	1503.297	1509.158	-0.336	0.427	-1.557	-6.124	-0.077	8.344
216491.119	NaN	-3.500	1.793	9.283	1505.495	1504.029	1511.355	-0.244	0.626	-1.450	-6.201	-0.077	8.191
216492.096	NaN	-3.500	1.804	9.283	1507.692	1504.762	1509.890	-0.214	0.550	-1.389	-6.124	0.077	8.115
