Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
58424.713	NaN	-3.152	1.587	9.489	1504.762	1504.029	1509.890	-6.229	-0.687	6.473	-5.895	-0.230	8.421
58425.690	NaN	-3.152	1.598	9.467	1504.762	1504.029	1508.425	-6.214	-0.763	6.504	-5.895	-0.230	8.498
58426.666	NaN	-3.130	1.587	9.478	1505.495	1504.762	1510.623	-6.351	-0.687	6.443	-5.818	-0.306	8.421
58427.643	NaN	-3.130	1.598	9.478	1505.495	1504.029	1510.623	-6.305	-0.565	6.656	-5.895	-0.230	8.421
58428.619	NaN	-3.141	1.598	9.478	1505.495	1504.029	1510.623	-6.275	-0.489	6.595	-5.818	-0.153	8.421
58429.596	NaN	-3.141	1.598	9.478	1505.495	1504.029	1509.890	-6.244	-0.611	6.504	-5.742	-0.153	8.268
58430.573	NaN	-3.141	1.587	9.478	1504.762	1503.297	1510.623	-6.397	-0.595	6.382	-5.818	-0.153	8.574
58431.549	NaN	-3.120	1.598	9.478	1505.495	1504.029	1510.623	-6.397	-0.687	6.427	-6.048	-0.230	8.421
58432.526	NaN	-3.120	1.587	9.478	1505.495	1504.029	1509.890	-6.214	-0.595	6.672	-5.971	-0.230	8.421
58433.502	NaN	-3.130	1.598	9.478	1504.762	1504.029	1511.355	-6.015	-0.519	6.656	-5.742	-0.230	8.421
58434.479	NaN	-3.152	1.587	9.467	1504.029	1503.297	1511.355	-6.244	-0.763	6.641	-5.742	-0.383	8.498
58435.455	NaN	-3.152	1.587	9.457	1505.495	1503.297	1509.158	-6.443	-0.611	6.565	-5.895	-0.306	8.115
58436.432	NaN	-3.152	1.598	9.467	1505.495	1504.029	1509.890	-6.260	-0.458	6.427	-5.895	-0.153	8.421
58437.408	NaN	-3.141	1.598	9.457	1505.495	1503.297	1510.623	-6.321	-0.580	6.427	-5.742	-0.306	8.268
58438.385	NaN	-3.141	1.598	9.446	1504.762	1503.297	1510.623	-6.504	-0.595	6.687	-5.818	-0.230	8.421
58439.362	NaN	-3.152	1.609	9.446	1506.227	1503.297	1510.623	-6.321	-0.595	6.550	-5.742	-0.306	8.421
58440.338	NaN	-3.130	1.598	9.467	1506.227	1505.495	1511.355	-6.290	-0.611	6.519	-5.818	-0.153	8.421
58441.315	NaN	-3.130	1.598	9.478	1504.762	1504.029	1511.355	-6.412	-0.626	6.580	-5.742	-0.306	8.498
58442.291	NaN	-3.141	1.598	9.489	1505.495	1504.029	1509.890	-6.473	-0.458	6.565	-5.742	-0.306	8.421
58443.268	NaN	-3.152	1.598	9.500	1504.762	1503.297	1509.890	-6.397	-0.672	6.580	-5.895	-0.306	8.421
58444.244	NaN	-3.152	1.587	9.489	1506.227	1504.029	1510.623	-6.366	-0.809	6.580	-5.818	-0.383	8.574
58445.221	NaN	-3.163	1.587	9.478	1504.762	1503.297	1509.890	-6.168	-0.595	6.458	-5.895	-0.230	8.344
58446.198	NaN	-3.152	1.598	9.489	1504.762	1503.297	1509.890	-6.412	-0.565	6.229	-5.971	-0.306	8.498
58447.174	NaN	-3.152	1.598	9.478	1505.495	1503.297	1509.158	-6.534	-0.397	6.321	-5.971	-0.306	8.421
58448.151	NaN	-3.174	1.598	9.467	1504.762	1503.297	1510.623	-6.595	-0.397	6.519	-5.895	-0.230	8.344
58449.127	NaN	-3.163	1.598	9.467	1506.227	1504.029	1509.890	-6.611	-0.458	6.458	-5.818	-0.230	8.344
58450.104	NaN	-3.163	1.598	9.489	1506.227	1504.029	1511.355	-6.427	-0.656	6.397	-5.742	-0.306	8.268
58451.080	NaN	-3.141	1.598	9.489	1506.227	1504.029	1509.890	-6.412	-0.824	6.626	-5.818	-0.153	8.344
58452.057	NaN	-3.152	1.587	9.478	1504.762	1503.297	1510.623	-6.519	-0.641	6.595	-5.818	-0.306	8.498
58453.033	NaN	-3.152	1.598	9.478	1506.227	1503.297	1510.623	-6.565	-0.687	6.397	-5.895	-0.306	8.498
58454.010	NaN	-3.141	1.620	9.478	1505.495	1504.029	1510.623	-6.443	-0.702	6.656	-5.818	-0.306	8.344
58454.987	NaN	-3.141	1.598	9.467	1505.495	1503.297	1509.158	-6.244	-0.595	6.733	-5.818	-0.230	8.344
58455.963	NaN	-3.141	1.609	9.478	1505.495	1503.297	1511.355	-6.229	-0.519	6.656	-5.742	-0.153	8.344
58456.940	NaN	-3.141	1.587	9.478	1505.495	1504.029	1510.623	-6.168	-0.519	6.687	-5.742	-0.230	8.421
58457.916	NaN	-3.141	1.587	9.478	1505.495	1504.762	1510.623	-6.351	-0.672	6.733	-5.895	-0.230	8.421
58458.893	NaN	-3.141	1.587	9.478	1504.762	1504.029	1509.890	-6.550	-0.611	6.626	-5.818	-0.383	8.421
58459.869	NaN	-3.141	1.587	9.478	1505.495	1504.029	1509.890	-6.290	-0.427	6.595	-5.895	-0.230	8.498
58460.846	NaN	-3.141	1.587	9.478	1505.495	1503.297	1510.623	-6.580	-0.397	6.504	-5.742	-0.230	8.344
