Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
303975.494	NaN	2.228	7.326	-4.946	1510.623	1499.634	1500.366	-2.183	4.229	-2.550	0.153	5.971	-7.349
303976.471	NaN	2.228	7.348	-4.946	1511.355	1500.366	1500.366	-2.321	4.153	-2.519	0.077	5.895	-7.196
303977.448	NaN	2.239	7.337	-4.935	1511.355	1499.634	1501.832	-2.260	4.000	-2.901	0.153	5.818	-7.426
303978.424	NaN	2.239	7.337	-4.935	1510.623	1499.634	1501.099	-2.046	4.031	-3.130	0.153	5.895	-7.120
303979.401	NaN	2.239	7.326	-4.946	1511.355	1499.634	1500.366	-2.031	4.076	-2.992	0.077	5.971	-7.273
303980.377	NaN	2.239	7.326	-4.946	1508.425	1499.634	1501.099	-2.198	3.954	-2.763	0.077	5.895	-7.273
303981.354	NaN	2.250	7.326	-4.935	1511.355	1501.099	1500.366	-2.229	3.817	-2.779	0.153	5.971	-7.502
303982.330	NaN	2.261	7.337	-4.946	1509.890	1499.634	1500.366	-2.107	4.107	-2.977	0.153	6.124	-7.349
303983.307	NaN	2.261	7.337	-4.935	1511.355	1500.366	1498.901	-2.046	4.198	-2.947	0.077	5.971	-7.196
303984.283	NaN	2.261	7.326	-4.946	1510.623	1500.366	1499.634	-2.244	4.092	-2.687	0.000	6.124	-7.502
303985.260	NaN	2.250	7.326	-4.946	1510.623	1500.366	1500.366	-2.321	4.015	-2.550	0.230	5.895	-7.349
303986.237	NaN	2.250	7.326	-4.946	1510.623	1500.366	1499.634	-2.290	4.122	-2.427	0.077	6.048	-7.273
303987.213	NaN	2.250	7.337	-4.946	1511.355	1499.634	1501.099	-2.244	4.122	-2.611	0.230	5.971	-7.502
303988.190	NaN	2.250	7.326	-4.957	1509.158	1501.099	1500.366	-2.000	4.229	-2.931	0.153	5.895	-7.120
303989.166	NaN	2.250	7.315	-4.957	1509.890	1499.634	1501.832	-1.969	4.214	-3.008	0.077	6.048	-7.273
303990.143	NaN	2.250	7.326	-4.957	1510.623	1501.099	1499.634	-2.031	4.183	-3.053	0.077	6.048	-7.349
303991.119	NaN	2.250	7.326	-4.946	1506.227	1501.099	1501.832	-2.061	4.137	-2.885	0.153	5.971	-7.349
303992.096	NaN	2.250	7.337	-4.967	1510.623	1499.634	1500.366	-2.015	4.153	-2.840	0.000	5.971	-7.349
303993.073	NaN	2.250	7.337	-4.967	1510.623	1499.634	1501.832	-1.710	4.031	-2.626	0.153	5.971	-7.349
303994.049	NaN	2.239	7.326	-4.978	1512.088	1500.366	1498.901	-1.863	4.031	-2.687	0.077	5.971	-7.273
303995.026	NaN	2.239	7.326	-4.978	1510.623	1500.366	1500.366	-1.893	4.031	-2.779	0.000	5.895	-7.349
303996.002	NaN	2.228	7.337	-4.967	1512.821	1499.634	1500.366	-1.924	4.031	-2.809	0.230	6.048	-7.196
303996.979	NaN	2.228	7.337	-4.967	1509.158	1499.634	1501.099	-2.046	4.015	-2.763	0.000	5.971	-7.196
303997.955	NaN	2.239	7.337	-4.957	1509.158	1499.634	1501.099	-2.076	4.000	-2.962	0.000	6.048	-7.273
303998.932	NaN	2.250	7.348	-4.967	1510.623	1500.366	1501.099	-2.122	3.863	-2.962	0.077	5.895	-7.349
303999.908	NaN	2.250	7.337	-4.967	1510.623	1501.099	1500.366	-2.092	3.878	-2.931	0.077	6.048	-7.349
304000.885	NaN	2.250	7.348	-4.957	1509.890	1500.366	1500.366	-1.924	4.076	-2.870	0.077	5.971	-7.273
304001.862	NaN	2.250	7.337	-4.967	1510.623	1499.634	1501.099	-1.878	4.153	-2.794	-0.077	6.048	-7.273
304002.838	NaN	2.239	7.326	-4.967	1510.623	1498.901	1500.366	-2.137	4.000	-2.809	0.077	5.971	-7.349
304003.815	NaN	2.250	7.337	-4.967	1511.355	1500.366	1501.099	-2.092	3.985	-2.580	0.000	5.818	-7.502
304004.791	NaN	2.239	7.337	-4.967	1511.355	1499.634	1500.366	-2.061	3.954	-2.763	0.000	5.971	-7.349
304005.768	NaN	2.250	7.348	-4.967	1510.623	1499.634	1501.832	-1.954	3.924	-2.733	0.077	5.971	-7.196
304006.744	NaN	2.250	7.337	-4.978	1509.890	1500.366	1498.901	-1.893	3.771	-2.672	0.000	5.971	-7.426
304007.721	NaN	2.239	7.348	-4.989	1509.158	1500.366	1501.832	-2.046	3.847	-2.672	0.153	5.895	-7.196
304008.698	NaN	2.250	7.337	-4.967	1510.623	1499.634	1501.099	-2.107	4.137	-2.718	0.077	5.895	-7.196
304009.674	NaN	2.250	7.348	-4.967	1509.890	1500.366	1499.634	-2.137	4.092	-2.779	0.077	5.971	-7.120
304010.651	NaN	2.250	7.326	-4.967	1509.890	1500.366	1499.634	-1.954	3.756	-2.687	0.153	5.971	-7.273
304011.627	NaN	2.250	7.337	-4.967	1510.623	1499.634	1501.099	-2.092	3.771	-2.595	0.077	6.048	-7.349
304012.604	NaN	2.261	7.348	-4.946	1510.623	1499.634	1501.099	-2.275	3.710	-2.763	0.153	6.124	-7.579
304013.580	NaN	2.250	7.337	-4.967	1510.623	1499.634	1501.099	-2.290	3.649	-2.824	0.077	5.895	-7.426
304014.557	NaN	2.250	7.337	-4.957	1509.890	1500.366	1500.366	-2.122	3.817	-2.809	0.230	5.971	-7.349
