Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
101815.338	NaN	0.109	5.707	-5.707	1509.158	1500.366	1498.901	-1.038	0.061	-1.038	-2.297	4.211	-8.268
101816.315	NaN	0.120	5.696	-5.707	1510.623	1500.366	1497.436	-1.069	0.183	-0.992	-2.373	4.211	-8.268
101817.291	NaN	0.130	5.685	-5.717	1509.158	1501.099	1497.436	-1.115	0.260	-1.130	-2.297	4.134	-8.268
101818.268	NaN	0.130	5.696	-5.707	1510.623	1502.564	1498.901	-1.145	0.198	-1.267	-2.144	4.211	-8.191
101819.244	NaN	0.120	5.685	-5.728	1510.623	1501.832	1498.901	-1.344	0.229	-1.359	-2.220	4.364	-8.191
101820.221	NaN	0.120	5.696	-5.728	1509.158	1500.366	1497.436	-1.191	0.137	-1.115	-2.220	4.134	-8.344
101821.198	NaN	0.130	5.696	-5.717	1509.158	1501.099	1498.168	-0.870	0.046	-1.115	-2.220	4.134	-8.191
101822.174	NaN	0.141	5.707	-5.728	1509.890	1501.832	1498.168	-1.008	0.214	-1.206	-2.297	4.211	-8.268
101823.151	NaN	0.141	5.707	-5.707	1509.158	1501.099	1498.168	-1.176	0.214	-1.420	-2.220	4.134	-8.038
101824.127	NaN	0.130	5.707	-5.717	1509.890	1502.564	1499.634	-1.359	0.458	-1.374	-2.220	4.211	-8.191
101825.104	NaN	0.141	5.707	-5.717	1509.158	1501.099	1498.901	-1.282	0.366	-1.191	-2.220	4.211	-8.268
101826.080	NaN	0.130	5.707	-5.728	1510.623	1501.099	1498.168	-1.008	0.244	-1.160	-2.144	4.057	-8.115
101827.057	NaN	0.120	5.707	-5.728	1509.158	1501.099	1497.436	-1.282	0.260	-1.267	-2.144	4.211	-8.344
101828.033	NaN	0.130	5.717	-5.707	1509.158	1502.564	1498.168	-1.298	0.137	-1.252	-2.220	4.211	-8.268
101829.010	NaN	0.130	5.717	-5.717	1510.623	1500.366	1498.901	-1.069	0.153	-1.405	-2.220	4.134	-8.191
