Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
44599.518	NaN	2.511	6.880	-5.228	1510.623	1499.634	1499.634	-0.702	-0.137	-0.885	0.459	5.359	-7.349
44600.494	NaN	2.511	6.891	-5.217	1510.623	1500.366	1499.634	-0.519	0.076	-0.779	0.383	5.512	-7.579
44601.471	NaN	2.511	6.880	-5.207	1510.623	1498.901	1500.366	-0.748	0.183	-0.809	0.306	5.512	-7.502
44602.448	NaN	2.511	6.880	-5.207	1509.158	1498.901	1499.634	-0.733	0.229	-0.855	0.383	5.512	-7.579
44603.424	NaN	2.500	6.870	-5.196	1509.890	1499.634	1500.366	-0.702	0.137	-0.718	0.306	5.435	-7.502
44604.401	NaN	2.489	6.870	-5.207	1510.623	1499.634	1500.366	-0.855	0.000	-0.718	0.383	5.359	-7.502
44605.377	NaN	2.500	6.870	-5.207	1510.623	1500.366	1500.366	-1.176	0.000	-0.763	0.306	5.589	-7.732
44606.354	NaN	2.511	6.880	-5.196	1510.623	1499.634	1500.366	-0.992	0.031	-0.977	0.230	5.589	-7.579
44607.330	NaN	2.511	6.880	-5.196	1509.890	1499.634	1498.901	-0.809	0.244	-0.916	0.459	5.512	-7.502
44608.307	NaN	2.500	6.880	-5.196	1510.623	1499.634	1499.634	-0.855	0.168	-0.840	0.306	5.435	-7.579
44609.283	NaN	2.489	6.880	-5.207	1509.890	1499.634	1500.366	-0.916	0.107	-0.977	0.306	5.435	-7.502
44610.260	NaN	2.489	6.880	-5.196	1509.890	1500.366	1500.366	-1.053	0.229	-1.191	0.383	5.359	-7.579
44611.237	NaN	2.500	6.880	-5.185	1513.553	1500.366	1500.366	-0.580	0.351	-1.023	0.383	5.435	-7.656
44612.213	NaN	2.511	6.870	-5.196	1510.623	1499.634	1500.366	-0.489	0.275	-1.008	0.383	5.435	-7.426
44613.190	NaN	2.511	6.870	-5.207	1510.623	1499.634	1501.099	-0.656	0.214	-0.992	0.383	5.359	-7.656
44614.166	NaN	2.522	6.880	-5.217	1510.623	1499.634	1500.366	-0.794	0.275	-0.916	0.383	5.512	-7.579
44615.143	NaN	2.522	6.880	-5.207	1510.623	1500.366	1500.366	-0.870	0.244	-0.748	0.306	5.512	-7.656
44616.119	NaN	2.511	6.880	-5.207	1509.890	1499.634	1500.366	-0.763	0.275	-0.733	0.230	5.435	-7.502
44617.096	NaN	2.511	6.870	-5.207	1509.890	1499.634	1501.099	-0.748	0.321	-0.870	0.230	5.435	-7.732
44618.073	NaN	2.500	6.859	-5.217	1510.623	1498.901	1499.634	-0.840	0.473	-1.008	0.306	5.512	-7.579
44619.049	NaN	2.500	6.870	-5.207	1511.355	1500.366	1500.366	-0.519	0.519	-0.916	0.459	5.435	-7.656
44620.026	NaN	2.500	6.880	-5.207	1510.623	1500.366	1500.366	-0.489	0.351	-0.870	0.383	5.435	-7.579
44621.002	NaN	2.511	6.880	-5.217	1509.890	1499.634	1498.901	-0.519	0.244	-0.855	0.230	5.589	-7.579
44621.979	NaN	2.500	6.880	-5.217	1509.890	1500.366	1499.634	-0.534	0.260	-0.977	0.306	5.589	-7.579
44622.955	NaN	2.500	6.880	-5.217	1510.623	1500.366	1500.366	-0.794	0.336	-1.008	0.306	5.512	-7.732
44623.932	NaN	2.511	6.891	-5.207	1509.158	1498.901	1499.634	-0.718	0.397	-0.947	0.383	5.512	-7.656
44624.908	NaN	2.511	6.891	-5.228	1510.623	1500.366	1500.366	-0.580	0.443	-0.885	0.536	5.512	-7.656
44625.885	NaN	2.511	6.902	-5.217	1509.890	1499.634	1501.832	-0.473	0.412	-0.794	0.383	5.589	-7.656
44626.862	NaN	2.511	6.891	-5.239	1510.623	1499.634	1499.634	-0.702	0.275	-0.962	0.383	5.512	-7.579
44627.838	NaN	2.511	6.891	-5.239	1510.623	1501.099	1499.634	-0.885	0.183	-0.824	0.536	5.589	-7.579
44628.815	NaN	2.511	6.880	-5.239	1510.623	1499.634	1501.099	-0.840	0.366	-0.931	0.459	5.359	-7.732
44629.791	NaN	2.511	6.891	-5.239	1511.355	1500.366	1499.634	-0.885	0.565	-0.992	0.459	5.512	-7.732
44630.768	NaN	2.511	6.880	-5.239	1511.355	1499.634	1500.366	-0.779	0.534	-0.947	0.383	5.512	-7.579
44631.744	NaN	2.511	6.880	-5.250	1511.355	1500.366	1498.901	-0.748	0.290	-1.023	0.306	5.589	-7.502
44632.721	NaN	2.533	6.891	-5.239	1511.355	1500.366	1499.634	-0.748	0.412	-0.992	0.459	5.512	-7.809
44633.698	NaN	2.533	6.891	-5.250	1510.623	1499.634	1500.366	-0.748	0.458	-0.992	0.306	5.589	-7.579
44634.674	NaN	2.533	6.902	-5.261	1511.355	1499.634	1501.099	-0.718	0.336	-0.870	0.383	5.435	-7.656
44635.651	NaN	2.522	6.902	-5.283	1511.355	1498.901	1501.832	-0.733	0.351	-0.718	0.383	5.435	-7.656
44636.627	NaN	2.522	6.902	-5.272	1509.158	1500.366	1500.366	-0.641	0.290	-0.870	0.230	5.359	-7.885
44637.604	NaN	2.522	6.902	-5.283	1510.623	1498.901	1498.901	-0.550	0.412	-0.824	0.459	5.512	-7.656
44638.580	NaN	2.533	6.902	-5.272	1511.355	1500.366	1499.634	-0.580	0.290	-0.962	0.383	5.359	-7.656
44639.557	NaN	2.533	6.891	-5.293	1510.623	1498.901	1499.634	-0.656	0.275	-1.069	0.383	5.435	-7.579
44640.533	NaN	2.522	6.891	-5.283	1510.623	1499.634	1499.634	-0.733	0.229	-1.038	0.306	5.589	-7.732
44641.510	NaN	2.522	6.891	-5.272	1510.623	1498.901	1498.901	-0.611	0.275	-0.901	0.306	5.435	-7.502
44642.487	NaN	2.533	6.913	-5.272	1509.890	1499.634	1498.901	-0.275	0.183	-0.901	0.459	5.589	-7.732
44643.463	NaN	2.522	6.902	-5.283	1509.890	1499.634	1499.634	-0.214	0.046	-0.702	0.536	5.589	-7.656
44644.440	NaN	2.511	6.902	-5.283	1509.890	1500.366	1498.901	-0.321	0.153	-0.824	0.306	5.589	-7.885
44645.416	NaN	2.511	6.902	-5.283	1509.890	1500.366	1501.099	-0.565	0.275	-1.023	0.536	5.512	-7.579
44646.393	NaN	2.522	6.902	-5.283	1510.623	1499.634	1500.366	-0.718	0.214	-0.931	0.459	5.512	-7.656
44647.369	NaN	2.522	6.891	-5.283	1509.890	1499.634	1498.901	-0.656	0.198	-0.809	0.459	5.589	-7.732
44648.346	NaN	2.522	6.891	-5.283	1510.623	1498.901	1500.366	-0.809	0.397	-0.733	0.383	5.589	-7.656
44649.323	NaN	2.522	6.891	-5.283	1511.355	1498.901	1500.366	-0.931	0.336	-0.687	0.459	5.512	-7.885
44650.299	NaN	2.533	6.902	-5.272	1511.355	1500.366	1498.901	-0.840	0.153	-0.794	0.306	5.512	-7.579
44651.276	NaN	2.533	6.902	-5.283	1510.623	1499.634	1500.366	-0.794	0.290	-0.962	0.230	5.512	-7.656
44652.252	NaN	2.533	6.913	-5.283	1509.158	1499.634	1499.634	-0.611	0.321	-0.763	0.383	5.435	-7.502
44653.229	NaN	2.533	6.902	-5.272	1510.623	1498.901	1500.366	-0.687	0.260	-0.840	0.536	5.665	-7.656
44654.205	NaN	2.533	6.902	-5.283	1510.623	1500.366	1498.901	-0.733	0.290	-1.206	0.383	5.589	-7.809
44655.182	NaN	2.533	6.902	-5.272	1508.425	1499.634	1501.832	-0.809	0.290	-1.191	0.306	5.512	-7.579
44656.158	NaN	2.533	6.913	-5.272	1511.355	1500.366	1500.366	-0.794	0.336	-1.069	0.383	5.435	-7.656
44657.135	NaN	2.533	6.913	-5.283	1509.890	1499.634	1500.366	-0.733	0.351	-0.855	0.383	5.512	-7.809
44658.112	NaN	2.533	6.902	-5.293	1510.623	1500.366	1499.634	-0.687	0.183	-0.702	0.383	5.435	-7.656
44659.088	NaN	2.533	6.891	-5.283	1510.623	1500.366	1498.901	-0.809	-0.015	-0.779	0.306	5.665	-7.579
44660.065	NaN	2.533	6.902	-5.272	1510.623	1500.366	1498.901	-0.794	0.092	-1.115	0.459	5.512	-7.809
44661.041	NaN	2.533	6.902	-5.283	1510.623	1500.366	1498.901	-0.779	0.061	-1.145	0.306	5.435	-7.656
44662.018	NaN	2.554	6.902	-5.283	1510.623	1499.634	1500.366	-0.687	-0.076	-1.023	0.383	5.435	-7.732
44662.994	NaN	2.543	6.913	-5.293	1509.158	1499.634	1501.099	-0.794	-0.107	-1.038	0.306	5.435	-7.656
