Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
390299.713	NaN	-3.304	1.630	9.380	1505.495	1504.762	1509.158	3.618	0.305	-7.679	-6.048	-0.230	8.268
390300.690	NaN	-3.315	1.641	9.380	1505.495	1504.029	1509.890	3.450	0.489	-7.466	-5.971	-0.230	8.344
390301.666	NaN	-3.315	1.652	9.370	1506.227	1504.029	1510.623	3.450	0.412	-7.481	-5.971	-0.153	8.268
390302.643	NaN	-3.304	1.663	9.391	1506.227	1504.029	1509.158	3.435	0.366	-7.573	-5.895	-0.306	8.268
390303.619	NaN	-3.304	1.652	9.391	1506.227	1504.029	1509.890	3.618	0.290	-7.481	-5.971	-0.153	8.191
390304.596	NaN	-3.304	1.652	9.391	1506.960	1503.297	1510.623	3.573	0.275	-7.588	-5.818	-0.230	8.344
390305.573	NaN	-3.315	1.652	9.391	1505.495	1504.029	1510.623	3.557	0.198	-7.695	-5.971	-0.230	8.268
390306.549	NaN	-3.304	1.652	9.380	1505.495	1504.762	1510.623	3.435	0.214	-7.481	-5.818	-0.153	8.498
390307.526	NaN	-3.304	1.641	9.370	1504.762	1504.762	1510.623	3.282	0.244	-7.282	-5.971	-0.306	8.268
390308.502	NaN	-3.293	1.641	9.370	1505.495	1504.029	1509.890	3.481	0.321	-7.603	-5.971	-0.153	8.421
390309.479	NaN	-3.293	1.630	9.370	1504.762	1504.029	1509.890	3.847	0.183	-7.710	-5.818	-0.153	8.421
390310.455	NaN	-3.293	1.641	9.370	1504.762	1504.029	1510.623	3.771	0.061	-7.740	-6.048	-0.230	8.344
390311.432	NaN	-3.304	1.641	9.370	1505.495	1504.762	1510.623	3.634	0.122	-7.817	-5.742	-0.077	8.421
390312.408	NaN	-3.304	1.641	9.370	1506.227	1504.029	1509.890	3.618	0.229	-7.710	-5.818	-0.230	8.421
390313.385	NaN	-3.304	1.652	9.370	1505.495	1504.029	1509.890	3.832	0.183	-7.527	-5.971	-0.306	8.268
390314.362	NaN	-3.304	1.641	9.370	1505.495	1503.297	1510.623	3.573	0.244	-7.542	-6.124	-0.153	8.191
390315.338	NaN	-3.304	1.652	9.370	1506.227	1504.762	1510.623	3.313	0.412	-7.634	-5.971	-0.153	8.268
390316.315	NaN	-3.293	1.652	9.370	1506.227	1504.029	1510.623	3.313	0.244	-7.481	-5.971	-0.230	8.038
390317.291	NaN	-3.293	1.641	9.380	1506.227	1503.297	1510.623	3.405	0.260	-7.405	-5.818	-0.230	8.268
390318.268	NaN	-3.293	1.641	9.380	1505.495	1503.297	1509.158	3.725	0.519	-7.588	-6.124	-0.230	8.421
390319.244	NaN	-3.293	1.641	9.380	1506.227	1503.297	1509.890	3.557	0.580	-7.740	-6.048	-0.230	8.421
390320.221	NaN	-3.315	1.630	9.370	1504.762	1504.029	1509.890	3.221	0.504	-7.573	-5.895	-0.153	8.344
390321.198	NaN	-3.304	1.641	9.370	1506.227	1504.029	1511.355	3.328	0.443	-7.389	-5.895	-0.230	8.268
390322.174	NaN	-3.315	1.630	9.359	1504.762	1504.029	1509.890	3.435	0.336	-7.450	-5.971	-0.230	8.191
390323.151	NaN	-3.315	1.630	9.337	1506.227	1503.297	1509.158	3.725	0.275	-7.603	-5.971	-0.153	8.344
390324.127	NaN	-3.315	1.652	9.348	1506.227	1504.029	1512.088	3.695	0.214	-7.664	-6.124	-0.153	8.268
390325.104	NaN	-3.304	1.652	9.359	1505.495	1504.762	1511.355	3.557	0.214	-7.649	-5.971	-0.153	8.268
390326.080	NaN	-3.293	1.652	9.359	1506.227	1504.029	1511.355	3.420	0.168	-7.481	-6.048	-0.230	8.344
390327.057	NaN	-3.293	1.652	9.348	1506.227	1504.029	1509.158	3.466	0.076	-7.466	-5.971	-0.230	8.344
390328.033	NaN	-3.304	1.652	9.359	1505.495	1504.029	1509.890	3.496	0.122	-7.588	-5.971	-0.153	8.344
390329.010	NaN	-3.304	1.663	9.370	1505.495	1504.762	1511.355	3.740	0.183	-7.817	-5.895	-0.153	8.268
390329.987	NaN	-3.304	1.652	9.370	1504.762	1504.762	1509.158	3.496	0.290	-7.725	-6.048	-0.153	8.344
390330.963	NaN	-3.304	1.652	9.370	1505.495	1504.029	1510.623	3.496	0.626	-7.618	-5.971	-0.077	8.268
390331.940	NaN	-3.293	1.652	9.370	1505.495	1504.029	1509.890	3.511	0.519	-7.405	-5.971	-0.230	8.191
390332.916	NaN	-3.283	1.652	9.370	1504.762	1504.762	1509.890	3.450	0.290	-7.435	-6.048	-0.306	8.115
390333.893	NaN	-3.283	1.652	9.370	1505.495	1504.762	1509.890	3.405	0.244	-7.649	-5.971	-0.153	8.268
390334.869	NaN	-3.283	1.652	9.359	1505.495	1504.029	1509.890	3.435	0.198	-7.649	-5.971	-0.153	8.115
390335.846	NaN	-3.283	1.663	9.359	1505.495	1504.762	1509.890	3.496	0.275	-7.511	-5.895	-0.077	8.498
390336.823	NaN	-3.293	1.641	9.348	1505.495	1504.029	1510.623	3.389	0.382	-7.588	-5.971	-0.306	8.191
390337.799	NaN	-3.293	1.641	9.359	1506.227	1504.762	1509.890	3.542	0.397	-7.603	-5.971	-0.153	8.268
390338.776	NaN	-3.293	1.652	9.359	1506.227	1504.029	1510.623	3.496	0.412	-7.481	-5.971	-0.153	8.344
390339.752	NaN	-3.283	1.663	9.359	1505.495	1504.762	1509.158	3.344	0.382	-7.450	-5.971	-0.230	8.268
390340.729	NaN	-3.304	1.663	9.359	1505.495	1504.029	1509.158	3.649	0.458	-7.389	-6.048	-0.153	8.191
390341.705	NaN	-3.304	1.663	9.370	1505.495	1504.029	1512.088	3.756	0.351	-7.527	-5.971	-0.153	8.344
390342.682	NaN	-3.315	1.652	9.370	1505.495	1503.297	1510.623	3.466	0.244	-7.450	-5.971	-0.077	8.421
390343.658	NaN	-3.293	1.674	9.380	1504.762	1504.029	1509.890	3.450	0.305	-7.420	-6.048	-0.153	8.344
390344.635	NaN	-3.293	1.663	9.370	1505.495	1503.297	1508.425	3.603	0.366	-7.420	-5.895	-0.230	8.191
390345.612	NaN	-3.293	1.663	9.348	1505.495	1504.029	1509.158	3.588	0.397	-7.420	-5.971	-0.306	8.268
390346.588	NaN	-3.283	1.663	9.348	1505.495	1503.297	1509.158	3.466	0.427	-7.344	-5.895	-0.153	8.268
390347.565	NaN	-3.283	1.663	9.348	1503.297	1505.495	1509.890	3.511	0.427	-7.527	-6.048	-0.306	8.191
