,index,Top chamber pressure,Bottom chamber pressure,Air frame pressure,Absolute pressure,Plate force,ACCL
0,501,0.10898586174532254,0.009807197531829761,164.67974944786377,1007.0819234837535,-3.1806585035131576,0.7603946907326451
1,502,0.10855644876375967,0.010101331743998888,164.68120408253742,1007.0833985010117,-2.7993186183530554,0.7468915826370599
2,503,0.10814118491939612,0.010385509050998694,164.6825644795152,1007.0847731334178,-2.4071395154908473,0.7397251107174501
3,504,0.10774216421309296,0.010657978681148109,164.6838220103437,1007.0860475942217,-2.05497310549778,0.7446857685285881
4,505,0.10736121916413281,0.010916960389235187,164.68496887179893,1007.0872222846219,-1.7790127900956705,0.7585843942854542
5,506,0.106999976573652,0.01116052885126681,164.68599797069737,1007.088297648421,-1.5972569786030775,0.7712115582799299
6,507,0.10665988031712859,0.011386499307435476,164.68690261369312,1007.0892740620429,-1.5092806216037218,0.7712491613192992
7,508,0.10634213520688421,0.01159243834534445,164.6876761337787,1007.0901516216754,-1.4991176568907534,0.7539340884009988
8,509,0.10604759596168233,0.011775820040443273,164.6883116745064,1007.0909298070732,-1.5405692482966273,0.7247510059818649
9,510,0.10577668145657139,0.011934229862003917,164.68880228785417,1007.0916071288143,-1.6034675311705087,0.6956849417566575
10,511,0.10552938306389256,0.012065485011771,164.68914131106587,1007.0921809650654,-1.6588469868924633,0.6774698150452445
11,512,0.10530536421451028,0.012167612583027721,164.68932286942447,1007.092647737853,-1.6818536434563711,0.6728949433791216
12,513,0.10510408055479474,0.012238748002360479,164.6893423698726,1007.0930033521074,-1.6531219447686425,0.6760478367729488
13,514,0.1049248409710151,0.01227708654094475,164.6891969198073,1007.0932436721267,-1.5601463376656781,0.6804559770669938
14,515,0.10476678300073779,0.012280973796183947,164.6888856711749,1007.0933648515697,-1.3990539137262772,0.6879101084354585
15,516,0.10462881007712246,0.012249094377338976,164.6884100989069,1007.0933634494975,-1.1757399641765502,0.7004381290427528
16,517,0.10450957229109391,0.01218062680300181,164.68777416754835,1007.0932364116491,-0.9054260434600181,0.7050740519642512
17,518,0.10440753385831776,0.012075256884832339,164.68698431363234,1007.0929810962806,-0.6107662763466237,0.6907884523293346
18,519,0.10432109129898687,0.011933059327077911,164.68604920735362,1007.0925954294545,-0.3188694846746003,0.6753456734522332
19,520,0.10424866047922568,0.011754367592237632,164.6849793201825,1007.092078094413,-0.057306559505747146,0.688334407154638
20,521,0.10418868268630163,0.011539752463817008,164.68378641885013,1007.0914286135371,0.15037800919778732,0.7288281604822376
