,index,Top chamber pressure,Bottom chamber pressure,Air frame pressure,Absolute pressure,Plate force,ACCL
0,402,0.09900090728535191,-0.015875132524875463,162.47874568618974,1007.9315715525508,3.712801463716474,0.7837210891664823
1,403,0.09832124737119201,-0.01641021706831309,162.4799319427356,1007.9283742658698,3.269222348029828,0.7659755851622363
2,404,0.09766355999987333,-0.016905972057886704,162.48141768884696,1007.9249609365746,2.7945549047120863,0.753157554323749
3,405,0.09703161481972176,-0.01736233397325947,162.48318864081642,1007.9213621330572,2.3279286524857383,0.750448473496829
4,406,0.09642899744527836,-0.0177796501681939,162.48522515708567,1007.9176095132495,1.9035604653249862,0.7601395889766402
5,407,0.09585902846515912,-0.018158533385523652,162.48750279170946,1007.9137353385938,1.5461359119882587,0.7774752515405214
6,408,0.09532477423411885,-0.018499843803748674,162.48999303772538,1007.9097722185736,1.269745101221119,0.7927142475885096
7,409,0.09482911516443343,-0.018804792091729472,162.49266420767904,1007.9057532123084,1.07944744486214,0.7985071918671169
8,410,0.0943747888539065,-0.019075052444190922,162.49548241045906,1007.901712096678,0.9732321589609967,0.7950195753885085
9,411,0.09396434636238832,-0.019312760818947224,162.49841251964224,1007.8976835268419,0.9434559436025012,0.7879959780682366
10,412,0.09360003338946186,-0.019520365315987036,162.50141906478828,1007.893702931473,0.9784591883928329,0.7827018836253952
11,413,0.09328367292501007,-0.019700414855192312,162.5044670413304,1007.8898061245312,1.0647996344855812,0.779727248192338
12,414,0.09301662665237748,-0.019855420867961153,162.5075225742941,1007.8860287788541,1.1894471731237388,0.7756214701495983
13,415,0.09279984744546127,-0.019987871252797232,162.5105533196687,1007.8824059709881,1.340702561875048,0.7676596676370174
14,416,0.09263396137911115,-0.020100360061166656,162.5135286109772,1007.8789718396924,1.5071794515838093,0.7583410414889675
15,417,0.09251929431906739,-0.020195704391933408,162.51641954548506,1007.875759215504,1.675683406942909,0.7548693364373458
16,418,0.09245579896319593,-0.02027692465248789,162.5191992505192,1007.8727990757005,1.8295915513931789,0.7641462997409024
17,419,0.09244291373206429,-0.02034706641472406,162.5218434376099,1007.8701197549883,1.9488729365622675,0.7882837721627225
18,420,0.09247944115439272,-0.02040896028454986,162.52433115077503,1007.8677459584325,2.0122828598812674,0.8211125850447512
19,421,0.09256352326991922,-0.020465059989131396,162.526645480662,1007.8656978265027,2.001500873901179,0.8445349855558306
20,422,0.09269272257325839,-0.020517441176567425,162.52877403242326,1007.8639903754507,1.9057051315370472,0.836688517334594
21,423,0.09286414702924756,-0.020567928103754813,162.5307090714213,1007.8626333903746,1.7242824463568667,0.7946605520687618
22,424,0.09307453560003442,-0.02061822463255645,162.53244738811222,1007.8616315528092,1.4663077771157447,0.7452794284945116
23,425,0.09332025642416839,-0.020669929473329105,162.53398994770416,1007.860984562346,1.14783040407751,0.7211490123748727
24,426,0.09359724034163464,-0.020724413317895856,162.5353413882485,1007.8606871700537,0.7893051323262057,0.7261934198236117
25,427,0.09390092937481533,-0.020782650094316485,162.53650942978095,1007.8607291816954,0.4139213582906862,0.7436680642240678
26,428,0.0942263180842566,-0.020845137785134527,162.5375042217845,1007.861095595083,0.0455628665001413,0.7612002706712186
27,429,0.09456810465206743,-0.02091198469982599,162.5383376209001,1007.8617670465402,-0.2943524679493237,0.7724665872219485
28,430,0.09492089402191224,-0.02098311595737265,162.53902238165657,1007.8627205714678,-0.5900524309259225,0.7729459035326534
29,431,0.09527936329298924,-0.02105846152246051,162.53957126182803,1007.8639305000005,-0.8331813345794785,0.761998697075398
30,432,0.09563833208480974,-0.02113799698439685,162.539996148647,1007.8653692927196,-1.0228800167333674,0.7456384912046533
31,433,0.09599275148273968,-0.02122161500524033,162.54030743658842,1007.8670081843266,-1.1644807381598241,0.7332125567987995
32,434,0.09633768405382694,-0.021308925149397903,162.54051381963112,1007.868817580133,-1.2670980447932436,0.7296170412531058
33,435,0.09666835180235724,-0.021399126494918302,162.5406223971812,1007.8707673052454,-1.3409806534410649,0.7320298735701722
34,436,0.0969802711395059,-0.021491041895072272,162.54063879955186,1007.8728269003753,-1.3958855181495693,0.7346487177484186
35,437,0.09726941686399511,-0.021583283700876144,162.540567102018,1007.8749660188143,-1.4406573089595582,0.7350204018612083
36,438,0.09753232269147584,-0.02167442503922236,162.54040952391435,1007.8771547904761,-1.4827848186021413,0.7354588060721916
37,439,0.09776606125492796,-0.021763055347620755,162.54016609155474,1007.8793640022785,-1.5268617421830157,0.7388931668159089
38,440,0.09796812784268558,-0.021847701040971463,162.5398344834143,1007.8815650372106,-1.5723320615513785,0.7446844216743567
39,441,0.0981363175898197,-0.02192670668520925,162.53941019921047,1007.8837296598448,-1.6119030749396046,0.7491132128896272
40,442,0.09826867737529818,-0.02199820415248482,162.53888705632235,1007.885829902233,-1.632082688515652,0.7496701523777869
41,443,0.09836353825490425,-0.02206021907519293,162.53825787607863,1007.8878382788303,-1.6167533401478593,0.7486267360605847
42,444,0.09841956190602978,-0.022110840201347376,162.53751513570498,1007.8897283021549,-1.5529013022605085,0.7510126088640179
43,445,0.0984357260923212,-0.022148318056895492,162.53665139144618,1007.8914750812161,-1.4355065971085565,0.7584758912320377
44,446,0.09841123137999191,-0.022171018776275333,162.53565945616373,1007.8930557964103,-1.2691079276631427,0.7665714254165479
45,447,0.09834538436301113,-0.022177281581695397,162.53453251055123,1007.8944499420397,-1.0662888910903803,0.7685934841386239
46,448,0.09823753994214149,-0.02216530996832287,162.533264345982,1007.8956393886848,-0.8446938374503645,0.7614232506164231
47,449,0.09808714453929938,-0.022133206460187595,162.53184981322454,1007.8966084661081,-0.6237238840319748,0.74780674527656
48,450,0.09789384963404148,-0.02207915545531381,162.5302854374063,1007.897344191821,-0.42188482027815866,0.733881423839345
49,451,0.09765761666912753,-0.02200164637793281,162.52857007193097,1007.897836550879,-0.25560079981889317,0.7245658931962105
50,452,0.09737874152114626,-0.021899599045875386,162.52670543957544,1007.8980786645784,-0.13929756491241818,0.7203171178953512
51,453,0.09705778548731568,-0.021772331797049165,162.5246965100076,1007.8980667641424,-0.08576439340687614,0.718951747263417
52,454,0.09669547032390492,-0.02161943670367284,162.52255174502102,1007.8977999548321,-0.10574944027439415,0.7201526422596194
53,455,0.09629261940335045,-0.021440697251827852,162.5202831975364,1007.8972798582494,-0.20625149457865177,0.72513324070749
54,456,0.0958501838642881,-0.0212361507965096,162.51790643858334,1007.8965103201976,-0.3883397318464574,0.7329117245618587
55,457,0.09536932243671899,-0.021006286383511538,162.51544036854148,1007.8954972778279,-0.6462975029920983,0.7401361931518903
56,458,0.09485146404477142,-0.02075226037738865,162.5129069778631,1007.8942486850208,-0.9688690187881406,0.7440430665219724
57,459,0.09429829630341464,-0.020475990148261434,162.51033107999137,1007.8927743694917,-1.3416604133738588,0.7447222056583294
58,460,0.0937116765914962,-0.020180065200562657,162.50774009961754,1007.891085802401,-1.7490147207545306,0.7447012955582293
59,461,0.09309352132330889,-0.019867533854428913,162.5051640228494,1007.8891958233891,-2.173786757017872,0.746116167590611
60,462,0.092445750326856,-0.01954169911088876,162.50263543255562,1007.8871184121155,-2.5947549727089196,0.7487039717269871
61,463,0.09177032447484045,-0.019206039077868244,162.50018937879244,1007.8848686482464,-2.9841325281461906,0.7507785192149217
62,464,0.0910693452516739,-0.018864262439270026,162.4978629046557,1007.8824629100443,-3.3087890753542553,0.7516595653019498
63,465,0.09034514103330941,-0.01852039227609758,162.49569423030954,1007.8799191696806,-3.5360872887967787,0.7525428952987667
64,466,0.08960027770504965,-0.018178742781310788,162.49372170273574,1007.8772571814214,-3.641481532441979,0.7545660485198764
65,467,0.08883749244785566,-0.017843745240847392,162.49198266938956,1007.8744984427058,-3.6140174872003428,0.7568923135800179
66,468,0.0880596149296419,-0.017519711941101374,162.49051244670127,1007.8716659353651,-3.4576798504089012,0.7582411711347262
67,469,0.08726955032747159,-0.017210684501806014,162.48934346511638,1007.8687838004442,-3.188764636677327,0.7592797856951419
68,470,0.08647034084729503,-0.016920454894590722,162.48850454884052,1007.8658771257458,-2.8308505291012196,0.7610556004521696
69,471,0.08566525331796078,-0.01665272370439969,162.48802024259723,1007.8629718463777,-2.409733786203489,0.7615933854349115
70,472,0.08485781767217326,-0.01641126023952432,162.4879101213914,1007.8600946113522,-1.9502763861235834,0.7564403107205886
71,473,0.08405177046817744,-0.01619992454898608,162.48818811700875,1007.8572724995175,-1.4751988744090383,0.7432550029768458
72,474,0.0832509153486507,-0.016022507455617997,162.48886203697688,1007.8545325218413,-1.0043036724296357,0.7254168293530581
73,475,0.08245896732427219,-0.015882467539420762,162.48993343301402,1007.8519009044162,-0.5531402651563511,0.7106796642109947
74,476,0.08167946036726154,-0.015782705746923427,162.49139775145136,1007.8494023267633,-0.1318813068679745,0.7061146126804565
75,477,0.08091574980949004,-0.015725486314771157,162.49324457831085,1007.847059427312,0.25428347514298366,0.7144083419658965
76,478,0.08017106858038933,-0.01571250991542991,162.4954579274245,1007.8448927331565,0.6032942015936342,0.7326843187857411
77,479,0.07944855763505337,-0.015745034569345742,162.49801666200347,1007.8429208795907,0.9140186101387329,0.7533363857524745
78,480,0.07875121125137455,-0.015823906712374484,162.50089514574773,1007.8411608622313,1.184661316869665,0.7685037285842828
79,481,0.07808174091764569,-0.015949443353945224,162.50406419636911,1007.8396281093569,1.4125866148920423,0.7742231492662972
80,482,0.07744242624745291,-0.01612123131334194,162.5074923415094,1007.838336283683,1.5955910916541498,0.7707354485704798
81,483,0.07683504015866921,-0.01633797912982846,162.51114719488362,1007.8372969333471,1.7332871773921354,0.7618764488692052
82,484,0.07626088902322256,-0.01659752440566363,162.51499665150374,1007.8365192506544,1.8275856455107373,0.7543345257880285
83,485,0.07572093076712533,-0.016896992232399148,162.519009693112,1007.8360100641021,1.882456741360869,0.7537755403451366
