Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
186938.080	NaN	-6.098	2.337	20.935	1503.297	1499.634	1496.703	-0.992	0.290	-1.863	-0.459	-1.148	-9.493
186939.056	NaN	-5.696	2.370	21.130	1504.029	1499.634	1495.971	-0.901	0.229	-1.771	-0.077	-1.301	-9.263
186940.033	NaN	-5.989	2.370	20.989	1505.495	1500.366	1497.436	-1.145	0.260	-1.725	-0.383	-1.301	-9.416
186941.010	NaN	-5.989	2.326	20.859	1504.029	1500.366	1495.238	-1.115	0.290	-1.588	-0.459	-1.378	-9.263
186941.986	NaN	-6.033	2.304	21.033	1503.297	1500.366	1495.238	-1.008	0.321	-1.496	-0.842	-1.301	-9.493
186942.963	NaN	-5.793	2.359	21.174	1504.762	1500.366	1496.703	-1.038	0.458	-1.618	-0.230	-1.225	-9.187
186943.939	NaN	-5.978	2.337	21.043	1500.366	1500.366	1495.238	-1.237	0.504	-1.679	-0.536	-1.072	-9.416
186944.916	NaN	-5.902	2.370	20.870	1503.297	1499.634	1495.971	-1.130	0.443	-1.649	-0.536	-1.225	-9.569
186945.892	NaN	-5.783	2.391	21.054	1502.564	1500.366	1495.238	-0.947	0.519	-1.710	-0.306	-1.301	-9.187
186946.869	NaN	-5.978	2.402	20.935	1503.297	1500.366	1495.238	-0.901	0.519	-1.847	-0.153	-1.225	-9.187
186947.845	NaN	-5.815	2.370	21.141	1502.564	1500.366	1494.505	-1.053	0.427	-1.725	-0.306	-0.077	-9.416
186948.822	NaN	-5.978	2.391	21.033	1502.564	1500.366	1493.773	-0.977	0.351	-1.573	-0.459	-1.225	-9.416
186949.799	NaN	-5.837	2.446	20.935	1504.029	1500.366	1496.703	-0.962	0.336	-1.740	-0.459	-1.455	-9.263
186950.775	NaN	-6.196	2.348	20.783	1504.029	1500.366	1495.971	-1.115	0.229	-1.802	-0.766	-1.072	-9.569
186951.752	NaN	-5.772	2.380	21.087	1504.762	1498.901	1495.971	-0.962	0.183	-1.618	-0.306	-1.378	-9.340
186952.728	NaN	-5.978	2.348	21.022	1504.029	1500.366	1494.505	-0.916	0.443	-1.756	-0.689	-1.225	-9.493
186953.705	NaN	-5.967	2.326	20.859	1502.564	1500.366	1494.505	-0.992	0.565	-1.725	-0.383	-1.148	-9.340
186954.681	NaN	-6.011	2.326	21.000	1502.564	1499.634	1495.971	-1.221	0.382	-1.573	-0.612	-1.531	-9.340
186955.658	NaN	-5.761	2.380	21.152	1503.297	1500.366	1495.238	-1.115	0.229	-1.573	0.000	-1.225	-9.187
186956.635	NaN	-5.946	2.359	20.978	1503.297	1499.634	1495.238	-1.176	0.198	-1.527	-0.459	-1.148	-9.569
186957.611	NaN	-5.957	2.359	20.815	1503.297	1500.366	1493.773	-1.130	0.198	-1.374	-0.536	-1.148	-9.569
186958.588	NaN	-5.848	2.370	20.967	1504.762	1501.099	1495.238	-1.252	0.382	-1.511	-0.766	-1.455	-9.416
186959.564	NaN	-6.011	2.348	20.978	1504.029	1500.366	1494.505	-1.191	0.305	-1.786	-0.459	-1.225	-9.340
186960.541	NaN	-5.815	2.315	21.228	1502.564	1499.634	1496.703	-0.992	0.305	-1.802	-0.766	-1.148	-9.493
186961.517	NaN	-5.935	2.348	21.022	1504.029	1500.366	1498.168	-0.885	0.489	-1.771	-0.459	-1.378	-9.493
186962.494	NaN	-5.750	2.413	21.033	1504.029	1501.099	1495.971	-0.947	0.626	-1.679	-0.153	-1.148	-9.110
186963.470	NaN	-6.087	2.380	20.848	1503.297	1501.099	1495.971	-1.115	0.458	-1.786	-0.306	-1.301	-9.187
186964.447	NaN	-5.707	2.402	21.120	1503.297	1500.366	1495.238	-0.992	0.351	-1.802	-0.306	-1.225	-9.263
186965.424	NaN	-6.000	2.370	21.022	1504.029	1500.366	1494.505	-1.053	0.397	-1.863	-0.383	-1.225	-9.340
186966.400	NaN	-5.891	2.337	20.913	1504.029	1501.099	1495.971	-1.038	0.565	-1.771	-0.383	-1.148	-9.646
