	-1.896534	0.287160	165.713590	993.753484	71.981230	303.927137	5221.493786	70.689585	5668.091737	Masa: 10.00 [kg]\09Pozycja Y 0.00 [mm]\09Pozycja Z 0.00 [mm]\0A
	0.369254	-0.156147	165.056945	994.246061	71.503371	300.135053	5221.493786	69.264367	5662.396576
	-0.275183	0.361044	165.549428	992.070514	72.777663	301.873091	5221.493786	69.422725	5665.567264
	0.582697	-0.246450	165.959831	993.712436	72.140517	301.557084	5221.493786	69.422725	5664.614111
	-0.488626	0.283055	165.877751	992.932523	73.255522	301.715088	5221.493786	70.214512	5666.678907
	0.578593	-0.197193	165.959831	994.122916	72.777663	301.557084	5221.493786	72.114802	5667.943334
	-0.410637	0.200961	165.385267	994.410253	72.299803	302.347102	5221.493786	70.056155	5666.196845
	0.422614	0.020355	165.221106	994.410253	73.414808	304.085140	5221.493786	73.223305	5672.217039
	-0.094576	0.028564	164.810704	994.861781	73.255522	300.767067	5221.493786	72.589875	5668.106249
	0.094239	0.188647	165.139026	993.630340	73.733382	301.715088	5221.493786	72.748232	5669.690487
	0.283055	-0.139728	164.482382	994.492349	72.936949	302.031095	5221.493786	71.323014	5667.784844
	-0.217717	0.340521	165.795670	992.316802	73.574095	302.663109	5221.493786	74.015092	5671.746081
	0.590907	-0.246450	165.877751	993.753484	73.255522	302.189098	5221.493786	71.164657	5668.103063
	-0.422951	0.332311	165.877751	992.809379	72.936949	299.661042	5221.493786	68.789295	5662.881071
	0.668896	-0.184879	165.959831	994.205013	72.618376	304.243144	5221.493786	70.847942	5669.203248
	-0.381904	0.213275	164.810704	994.328157	72.459090	302.505105	5221.493786	70.372870	5666.830850
	0.426719	-0.016587	165.467348	994.369205	71.981230	300.925070	5221.493786	69.106010	5663.506095
	-0.119204	0.040878	164.646543	994.943877	71.821944	301.399081	5221.493786	72.748232	5667.463042
	0.081925	0.237903	164.974865	993.753484	72.459090	302.347102	5221.493786	71.639730	5667.939706
	0.344625	-0.147937	164.564462	994.533397	71.821944	301.715088	5221.493786	72.748232	5667.779049
	-0.217717	0.303578	166.123992	992.522043	72.618376	302.505105	5221.493786	73.540020	5670.157286
	0.566279	-0.262869	166.123992	993.753484	71.503371	303.137119	5221.493786	71.323014	5667.457290
	-0.451684	0.262532	165.631509	992.768331	72.936949	301.083074	5221.493786	68.947652	5664.461460
	0.619640	-0.234136	166.452314	993.835580	72.299803	300.767067	5221.493786	68.630937	5663.191593
	-0.422951	0.168124	165.221106	994.287109	73.255522	301.715088	5221.493786	70.847942	5667.312338
	0.451347	-0.065843	165.385267	994.369205	73.414808	301.715088	5221.493786	71.481372	5668.105054
	-0.119204	0.016250	164.974865	994.984925	73.255522	301.083074	5221.493786	71.481372	5667.313754
	0.090135	0.205066	165.303187	993.507196	73.574095	300.609063	5221.493786	72.748232	5668.425176
	0.356939	-0.156147	164.400301	993.999772	73.574095	303.927137	5221.493786	71.639730	5670.634747
	-0.357276	0.336416	165.795670	992.275754	74.211241	301.873091	5221.493786	75.123595	5672.701713
	0.595011	-0.279287	166.123992	993.671388	73.574095	300.925070	5221.493786	70.214512	5666.207463
	-0.476312	0.237903	165.549428	993.876628	73.892668	301.241077	5221.493786	69.897797	5666.525328
	0.525232	-0.102786	165.631509	994.205013	73.892668	302.031095	5221.493786	70.689585	5668.107133
	-0.184879	0.049088	164.974865	995.067022	73.892668	301.083074	5221.493786	69.581082	5666.050610
