						
X_Value	cisnienieKomoraGorna	sila1	sila2	sila3	sila1 1	Comment
	2.412546	-1.449847	40.535302	4.465361	43.550817	Masa: 0.00 [kg]\09Pozycja Y 5.00 [m]\09Pozycja Z 2.71 [m]\0A
	1.452049	-2.724139	40.851309	3.987349	42.114519
	2.166265	-7.024874	41.957334	0.800599	35.733058
	1.575190	-4.157717	41.957334	2.553311	40.352928
	1.353536	-4.317003	41.009313	2.712649	39.404958
	1.575190	-3.361285	41.325320	2.712649	40.676684
	1.599818	-3.201998	42.431344	5.899399	45.128745
	1.624446	-3.679858	41.957334	2.075299	40.352775
	2.043124	-5.113436	40.535302	3.190661	38.612527
	1.969240	-1.131274	43.221362	4.943374	47.033462
	1.698330	-1.290560	44.959400	4.306024	47.974864
	1.944612	-6.069155	40.851309	3.349999	38.132153
	1.624446	-3.361285	42.115337	2.712649	41.466701
	2.560315	-5.113436	39.113271	1.278611	35.278446
	1.402793	-5.432009	40.377299	0.959936	35.905226
	2.387918	-4.635576	41.009313	4.146686	40.520422
	1.131883	-4.635576	40.693306	1.915961	37.973690
	2.043124	-4.157717	42.115337	3.190661	41.148281
	1.427421	-3.679858	42.747351	2.712649	41.780142
	1.895355	-2.246279	42.589348	2.553311	42.896380
	1.181140	-6.547015	40.061292	2.871986	36.386263
	1.673702	-3.839144	41.167316	2.075299	39.403471
	1.378165	-2.564852	42.589348	3.987349	44.011844
	1.821471	-4.954149	39.271274	1.756624	36.073748
	1.575190	-3.042711	40.535302	3.668674	41.161264
	1.821471	-3.520571	42.115337	3.509336	42.104102
	1.525933	-5.432009	44.485390	1.915961	40.969342
	1.796843	-2.883425	42.115337	3.349999	42.581911
	1.525933	-2.724139	41.325320	2.553311	41.154492
	1.476677	-6.228441	39.745285	2.712649	36.229492
	1.501305	-3.679858	41.957334	2.234636	40.512112
	1.328908	-3.361285	42.115337	2.712649	41.466701
	1.821471	-5.113436	38.639260	1.756624	35.282448
	1.353536	-4.635576	41.957334	2.871986	40.193743
	1.895355	-5.909868	40.061292	1.915961	36.067384
	1.649074	-2.405565	40.535302	2.075299	40.205035
	2.190893	-6.228441	41.009313	0.959936	35.740807
	1.624446	-5.113436	41.009313	1.437949	37.333825
	1.969240	-3.839144	41.167316	2.393974	39.722146
	1.575190	-3.201998	41.799330	2.553311	41.150643
	1.919983	-4.157717	42.273341	2.234636	40.350260
	1.353536	-3.361285	42.115337	3.190661	41.944714
	1.378165	-4.317003	41.325320	2.393974	39.402290
	1.378165	-1.449847	43.063358	2.871986	44.485498
	1.427421	-3.679858	41.799330	2.871986	40.991459
	1.550562	-4.317003	40.851309	2.553311	39.087617
	1.649074	-3.679858	40.535302	2.393974	39.249418
	2.338662	-3.201998	41.957334	3.190661	41.945996
	1.747587	-4.635576	41.009313	1.437949	37.811685
	2.535687	-4.476290	40.219295	4.465361	40.208366
	2.018496	-2.724139	43.379365	3.668674	44.323900
	2.190893	-1.768420	45.907421	2.871986	47.010988
	1.698330	-1.131274	42.115337	3.349999	44.334062
	1.870727	-3.520571	42.589348	3.668674	42.737450
	1.328908	-5.272723	41.641327	3.349999	39.718603
	1.969240	-3.361285	42.115337	1.915961	40.670014
	1.279652	-6.547015	39.113271	0.163249	32.729505
	1.895355	-5.750582	38.797264	1.756624	34.803305
	1.304280	-5.750582	41.483323	2.393974	38.126715
	2.141637	-1.290560	42.273341	4.943374	45.926154
	1.550562	-4.635576	39.429278	1.437949	36.231650
	2.043124	-3.679858	42.589348	3.031324	41.940814
	1.722958	-3.361285	41.799330	3.668674	42.106719
	1.452049	-2.564852	41.799330	3.668674	42.903152
	1.969240	-4.157717	41.641327	3.190661	40.674271
	1.821471	-5.113436	42.747351	2.712649	40.346564
	1.919983	-3.998431	41.009313	2.234636	39.245518
	1.944612	-0.334841	43.379365	4.784036	47.828560
	2.240149	-5.750582	42.589348	2.393974	39.232739
	2.018496	-3.679858	41.799330	2.393974	40.513446
	2.289405	-3.839144	41.957334	3.509336	41.627526
	1.895355	-0.812701	46.539435	5.262049	50.988783
	2.658827	-3.201998	42.905355	3.987349	43.690705
	2.264777	-5.432009	40.377299	1.756624	36.701913
	3.446928	-6.387728	39.429278	0.959936	34.001486
	4.973872	0.461591	43.695372	4.624699	48.781662
	8.520323	-1.131274	44.169383	5.580724	48.618833
	10.859995	-0.494128	44.169383	6.536749	50.212004
	15.440828	3.647321	50.331519	10.042174	64.021014
	18.420832	7.788771	57.441677	15.140974	80.371421
	22.385962	9.859495	56.809663	15.300311	81.969469
	24.824148	13.204512	62.339785	19.761761	95.306058
	27.459358	18.938826	68.343918	24.382548	111.665292
	27.237705	23.717420	71.977998	28.684661	124.380080
	28.764649	24.832426	76.876107	32.986774	134.695307
	32.434242	33.274610	82.880240	37.448224	153.603074
	37.926317	39.168211	91.412429	43.025036	173.605676
	44.428146	45.221098	98.048576	49.557874	192.827548
	51.594936	51.592558	105.000730	54.975349	211.568637
	59.229661	58.282591	114.796947	63.579574	236.659112
	59.328173	65.450484	123.013129	67.244336	255.707949
	72.504233	75.166960	130.439294	73.458498	279.064752
	79.572513	80.264128	140.077507	81.425374	301.767009
	86.788563	88.387740	149.557717	87.320861	325.266318
	93.364282	97.785643	157.931903	94.809724	350.527269
	99.693720	105.909255	167.728120	101.501899	375.139273
	103.954393	116.422164	179.578382	108.831424	404.831969
	105.727621	123.908629	185.740519	114.248898	423.898046
	109.939038	138.722273	197.906788	123.171799	459.800860
	114.840044	146.527312	207.861009	128.111261	482.499582
	117.967822	160.703811	220.659292	140.380249	521.743351
	122.548663	175.198882	233.141569	148.984474	557.324924
	125.208506	188.260375	245.307838	159.978761	593.546974
	130.134142	206.737609	264.110255	175.115824	645.963687
	133.557459	219.480529	276.592531	185.472761	681.545821
	138.409212	235.568466	291.286856	198.219761	725.075083
	141.389222	255.797851	311.511305	214.312849	781.622004
	144.024439	275.708663	332.525770	230.087261	838.321695
	145.428246	288.929443	346.114071	243.790286	878.833800
	145.576015	307.725250	365.232495	260.839398	933.797143
	145.452874	322.538895	380.558834	270.718323	973.816052
	143.187080	339.263977	399.835261	286.014724	1025.113961
	140.133185	351.529038	413.423562	297.009011	1061.961611
	135.773996	363.475525	427.169867	307.365949	1098.011340
	132.301422	373.510575	439.336136	316.448186	1129.294897
	127.917606	381.793473	449.290357	319.634936	1150.718765
	125.331647	385.138489	455.452493	325.211748	1165.802731
	122.080727	390.554230	461.930637	328.557836	1181.042703
	120.578408	389.279938	463.194665	326.486449	1178.961051
	116.514760	393.421387	466.828745	331.744586	1191.994718
	112.500367	392.306382	465.880724	328.239161	1186.426267
	107.451593	389.120652	464.616696	325.530423	1179.267771
	107.303824	387.049927	459.876591	322.981023	1169.907542
	100.186283	384.660630	453.872458	318.041561	1156.574649
	93.758333	379.563462	450.554385	318.041561	1148.159407
	85.704924	373.351288	443.444227	311.030711	1127.826226
	79.646398	366.979828	434.754035	305.135223	1106.869086
	73.046053	363.475525	429.223912	303.860524	1096.559960
	68.268191	354.396194	421.481741	296.849673	1072.727608
	63.342561	346.591156	412.791548	291.750874	1051.133578
	58.318419	342.290421	403.153335	285.377374	1030.821129
	53.121881	331.777512	394.463142	277.410499	1003.651152
	48.713443	321.583175	387.194981	271.196336	979.974492
	42.260870	312.981705	374.870708	264.185486	952.037899
	37.655407	301.513076	363.178449	256.537286	921.228812
	36.128463	295.300903	356.384299	250.960474	902.645675
	30.537875	281.442978	342.005980	239.488174	862.937131
