Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
235900.299	NaN	2.576	7.565	-4.750	1510.623	1500.366	1500.366	1.176	5.786	-6.580	0.459	6.278	-7.120
235901.276	NaN	2.576	7.576	-4.739	1510.623	1499.634	1499.634	0.947	5.863	-6.718	0.383	6.201	-7.120
235902.252	NaN	2.587	7.576	-4.739	1509.890	1501.099	1500.366	0.916	6.107	-6.824	0.459	6.354	-7.196
235903.229	NaN	2.565	7.576	-4.739	1511.355	1499.634	1499.634	0.947	5.969	-6.779	0.459	6.124	-7.120
235904.205	NaN	2.565	7.587	-4.750	1509.890	1500.366	1501.099	1.023	5.924	-6.809	0.459	6.124	-7.120
235905.182	NaN	2.565	7.587	-4.739	1509.890	1499.634	1501.099	0.916	5.786	-6.565	0.612	6.201	-7.043
235906.158	NaN	2.554	7.587	-4.750	1510.623	1498.901	1500.366	0.885	5.786	-6.626	0.459	6.201	-7.043
235907.135	NaN	2.565	7.587	-4.750	1509.890	1499.634	1500.366	1.115	5.924	-6.443	0.306	6.124	-7.043
235908.112	NaN	2.565	7.576	-4.772	1511.355	1499.634	1501.832	1.237	5.985	-6.580	0.459	6.201	-7.120
235909.088	NaN	2.576	7.576	-4.750	1511.355	1500.366	1498.901	1.344	5.939	-6.656	0.459	6.201	-7.120
235910.065	NaN	2.576	7.576	-4.750	1511.355	1500.366	1500.366	1.130	5.969	-6.672	0.689	6.201	-7.196
235911.041	NaN	2.587	7.576	-4.750	1510.623	1499.634	1501.099	0.977	5.985	-6.779	0.383	6.278	-7.043
235912.018	NaN	2.587	7.554	-4.750	1510.623	1499.634	1500.366	1.099	5.710	-6.840	0.383	6.354	-7.196
235912.994	NaN	2.576	7.554	-4.761	1510.623	1499.634	1502.564	1.069	5.832	-6.794	0.306	6.201	-7.120
235913.971	NaN	2.565	7.554	-4.750	1510.623	1499.634	1501.832	0.931	6.122	-6.565	0.459	6.124	-7.196
235914.948	NaN	2.554	7.554	-4.761	1510.623	1500.366	1500.366	0.992	6.168	-6.626	0.383	6.124	-7.120
