Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
449362.213	NaN	-3.522	1.185	9.152	1503.297	1504.762	1510.623	-7.420	-0.321	6.687	-6.201	-0.766	8.115
449363.190	NaN	-3.533	1.163	9.141	1504.029	1504.029	1509.158	-7.435	-0.260	6.687	-6.278	-0.612	8.038
449364.166	NaN	-3.522	1.174	9.141	1504.762	1505.495	1510.623	-7.405	-0.198	6.779	-6.278	-0.919	8.038
449365.143	NaN	-3.522	1.185	9.141	1505.495	1504.029	1510.623	-7.267	-0.198	6.763	-6.201	-0.842	8.038
449366.119	NaN	-3.522	1.174	9.152	1504.762	1504.762	1509.890	-7.252	-0.214	6.595	-6.124	-0.689	8.038
449367.096	NaN	-3.522	1.174	9.152	1504.029	1504.029	1509.158	-7.282	-0.229	6.458	-6.278	-0.689	8.115
449368.073	NaN	-3.533	1.163	9.163	1505.495	1504.762	1509.890	-7.130	-0.260	6.672	-6.354	-0.689	8.115
449369.049	NaN	-3.533	1.174	9.163	1503.297	1504.029	1509.890	-7.145	-0.183	6.656	-6.278	-0.689	8.038
449370.026	NaN	-3.522	1.174	9.174	1503.297	1504.029	1509.158	-7.053	-0.183	6.733	-6.201	-0.766	8.038
449371.002	NaN	-3.522	1.174	9.163	1505.495	1504.029	1510.623	-7.252	-0.198	6.656	-6.201	-0.459	8.115
449371.979	NaN	-3.533	1.174	9.163	1504.029	1503.297	1509.158	-7.298	-0.122	6.733	-6.278	-0.689	8.115
449372.955	NaN	-3.522	1.185	9.163	1499.634	1505.495	1509.890	-7.420	-0.137	6.779	-6.201	-0.612	8.191
449373.932	NaN	-3.533	1.185	9.163	1504.762	1504.029	1510.623	-7.359	-0.397	6.672	-6.278	-0.536	8.038
449374.908	NaN	-3.522	1.185	9.163	1504.029	1504.762	1509.890	-7.282	-0.443	6.687	-6.278	-0.689	8.115
449375.885	NaN	-3.522	1.185	9.163	1504.762	1504.762	1509.158	-7.237	-0.366	6.763	-6.278	-0.612	8.038
449376.862	NaN	-3.533	1.185	9.141	1504.029	1504.029	1509.158	-7.344	-0.153	6.733	-6.201	-0.689	7.962
449377.838	NaN	-3.533	1.185	9.152	1504.762	1504.029	1509.890	-7.282	-0.061	6.748	-6.354	-0.766	8.038
449378.815	NaN	-3.533	1.185	9.141	1504.029	1504.029	1509.158	-7.542	-0.229	6.672	-6.278	-0.766	8.115
449379.791	NaN	-3.522	1.185	9.163	1504.029	1503.297	1509.158	-7.527	-0.321	6.641	-6.201	-0.689	8.115
449380.768	NaN	-3.522	1.185	9.163	1504.029	1503.297	1509.158	-7.420	-0.382	6.534	-6.201	-0.689	8.191
449381.744	NaN	-3.511	1.185	9.163	1502.564	1503.297	1510.623	-7.313	-0.382	6.443	-6.278	-0.612	7.962
449382.721	NaN	-3.511	1.185	9.174	1504.762	1504.762	1511.355	-7.573	-0.198	6.733	-6.201	-0.612	7.962
449383.698	NaN	-3.511	1.185	9.174	1504.762	1504.029	1509.158	-7.496	-0.183	6.779	-6.124	-0.689	8.115
449384.674	NaN	-3.522	1.185	9.163	1504.762	1504.029	1509.158	-7.298	-0.122	6.718	-6.278	-0.689	8.191
449385.651	NaN	-3.522	1.174	9.152	1505.495	1504.029	1509.158	-7.145	-0.321	6.641	-6.124	-0.766	8.038
449386.627	NaN	-3.522	1.174	9.152	1505.495	1504.762	1509.890	-7.084	-0.382	6.656	-6.354	-0.689	8.115
449387.604	NaN	-3.511	1.185	9.141	1504.029	1505.495	1509.890	-7.176	-0.321	6.809	-6.124	-0.689	8.038
449388.580	NaN	-3.511	1.185	9.141	1505.495	1504.762	1510.623	-7.084	-0.229	6.656	-6.201	-0.689	8.038
449389.557	NaN	-3.533	1.174	9.152	1504.029	1504.029	1509.890	-7.084	-0.366	6.489	-6.278	-0.612	8.038
449390.533	NaN	-3.533	1.174	9.152	1505.495	1504.762	1509.890	-7.344	-0.351	6.565	-6.201	-0.612	8.115
