Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
469465.729	NaN	2.783	7.598	-4.707	1511.355	1499.634	1501.099	-0.626	3.435	-5.511	0.689	6.278	-7.043
469466.705	NaN	2.793	7.609	-4.707	1512.088	1500.366	1500.366	-0.687	3.374	-5.618	0.689	6.278	-6.967
469467.682	NaN	2.804	7.609	-4.696	1511.355	1499.634	1500.366	-0.595	3.435	-5.695	0.842	6.278	-6.890
469468.658	NaN	2.815	7.609	-4.696	1511.355	1499.634	1499.634	-0.595	3.435	-5.573	0.689	6.201	-7.120
469469.635	NaN	2.804	7.620	-4.707	1511.355	1500.366	1500.366	-0.595	3.435	-5.496	0.766	6.201	-6.967
469470.612	NaN	2.793	7.620	-4.707	1512.088	1500.366	1498.901	-0.656	3.435	-5.374	0.536	6.278	-6.890
469471.588	NaN	2.793	7.620	-4.707	1512.088	1500.366	1500.366	-0.565	3.405	-5.374	0.612	6.201	-7.120
469472.565	NaN	2.804	7.620	-4.696	1511.355	1500.366	1501.099	-0.687	3.282	-5.405	0.689	6.278	-7.120
469473.541	NaN	2.793	7.598	-4.696	1510.623	1499.634	1499.634	-0.672	3.282	-5.588	0.766	6.354	-7.043
469474.518	NaN	2.804	7.609	-4.696	1512.088	1500.366	1499.634	-0.504	3.374	-5.649	0.689	6.201	-7.120
469475.494	NaN	2.815	7.609	-4.696	1512.088	1498.901	1501.099	-0.519	3.466	-5.649	0.842	6.278	-7.120
469476.471	NaN	2.804	7.620	-4.685	1512.088	1500.366	1499.634	-0.626	3.573	-5.374	0.766	6.124	-6.890
469477.448	NaN	2.793	7.609	-4.696	1512.088	1499.634	1501.099	-0.916	3.313	-5.557	0.766	6.278	-6.967
469478.424	NaN	2.783	7.598	-4.707	1512.088	1500.366	1498.901	-0.947	3.221	-5.634	0.689	6.278	-6.967
469479.401	NaN	2.793	7.609	-4.707	1512.088	1499.634	1501.099	-0.565	3.237	-5.618	0.689	6.354	-7.120
469480.377	NaN	2.793	7.620	-4.707	1511.355	1499.634	1499.634	-0.427	3.527	-5.450	0.766	6.278	-7.043
469481.354	NaN	2.793	7.609	-4.707	1511.355	1499.634	1501.832	-0.458	3.573	-5.374	0.689	6.124	-6.967
469482.330	NaN	2.793	7.609	-4.717	1511.355	1499.634	1501.099	-0.763	3.618	-5.420	0.689	6.124	-7.043
469483.307	NaN	2.793	7.609	-4.717	1509.890	1500.366	1500.366	-0.931	3.664	-5.435	0.612	6.124	-6.890
469484.283	NaN	2.793	7.609	-4.707	1510.623	1498.168	1501.099	-0.656	3.557	-5.466	0.612	6.201	-6.967
469485.260	NaN	2.793	7.609	-4.685	1509.890	1498.901	1501.832	-0.489	3.435	-5.405	0.842	6.278	-7.043
469486.237	NaN	2.793	7.609	-4.685	1512.088	1500.366	1500.366	-0.443	3.435	-5.405	0.612	6.278	-7.043
469487.213	NaN	2.783	7.609	-4.707	1511.355	1499.634	1500.366	-0.550	3.557	-5.466	0.612	6.431	-6.967
469488.190	NaN	2.793	7.620	-4.696	1511.355	1499.634	1501.832	-0.672	3.542	-5.466	0.689	6.354	-6.737
469489.166	NaN	2.783	7.609	-4.696	1511.355	1500.366	1501.099	-0.702	3.450	-5.603	0.766	6.278	-6.967
469490.143	NaN	2.783	7.620	-4.685	1510.623	1498.901	1501.832	-0.794	3.344	-5.542	0.919	6.124	-7.043
469491.119	NaN	2.793	7.620	-4.685	1509.890	1499.634	1501.099	-0.565	3.267	-5.450	0.766	6.278	-6.813
469492.096	NaN	2.793	7.620	-4.707	1512.088	1500.366	1501.099	-0.519	3.328	-5.496	0.689	6.278	-6.967
469493.073	NaN	2.793	7.620	-4.685	1511.355	1500.366	1499.634	-0.550	3.313	-5.618	0.689	6.278	-7.043
469494.049	NaN	2.793	7.620	-4.685	1512.088	1500.366	1499.634	-0.443	3.313	-5.756	0.766	6.354	-7.043
469495.026	NaN	2.793	7.598	-4.696	1512.088	1499.634	1501.099	-0.672	3.634	-5.573	0.766	6.201	-7.043
469496.002	NaN	2.783	7.598	-4.707	1512.088	1499.634	1500.366	-0.733	3.771	-5.466	0.612	6.201	-6.890
469496.979	NaN	2.793	7.598	-4.685	1512.088	1499.634	1502.564	-0.595	3.634	-5.450	0.689	6.278	-6.813
469497.955	NaN	2.793	7.609	-4.696	1512.088	1499.634	1501.099	-0.565	3.466	-5.389	0.612	6.278	-7.043
469498.932	NaN	2.783	7.609	-4.696	1511.355	1500.366	1500.366	-0.458	3.435	-5.344	0.689	6.278	-7.120
469499.908	NaN	2.793	7.609	-4.696	1511.355	1499.634	1501.832	-0.794	3.405	-5.328	0.842	6.124	-7.043
469500.885	NaN	2.783	7.609	-4.707	1512.821	1500.366	1498.901	-0.977	3.420	-5.649	0.919	6.278	-7.043
469501.862	NaN	2.793	7.620	-4.696	1512.088	1499.634	1501.832	-0.687	3.466	-5.802	0.842	6.278	-7.043
469502.838	NaN	2.793	7.620	-4.707	1511.355	1499.634	1500.366	-0.427	3.496	-5.588	0.766	6.354	-7.043
469503.815	NaN	2.793	7.609	-4.707	1511.355	1499.634	1501.099	-0.443	3.588	-5.466	0.689	6.278	-6.890
469504.791	NaN	2.783	7.609	-4.707	1510.623	1499.634	1500.366	-0.504	3.603	-5.496	0.766	6.201	-7.120
469505.768	NaN	2.793	7.609	-4.685	1512.088	1500.366	1500.366	-0.458	3.405	-5.481	0.766	6.201	-7.043
469506.744	NaN	2.793	7.620	-4.685	1511.355	1500.366	1500.366	-0.641	3.511	-5.405	0.842	6.278	-6.967
469507.721	NaN	2.793	7.609	-4.685	1511.355	1499.634	1501.099	-0.565	3.557	-5.344	0.766	6.201	-6.967
469508.698	NaN	2.793	7.598	-4.696	1510.623	1499.634	1500.366	-0.519	3.557	-5.252	0.689	6.354	-7.120
469509.674	NaN	2.783	7.587	-4.696	1510.623	1500.366	1501.099	-0.519	3.527	-5.206	0.612	6.124	-6.967
469510.651	NaN	2.793	7.598	-4.674	1511.355	1498.901	1500.366	-0.412	3.374	-5.267	0.842	6.201	-7.043
469511.627	NaN	2.793	7.598	-4.696	1511.355	1499.634	1500.366	-0.382	3.527	-5.496	0.689	6.201	-7.043
469512.604	NaN	2.804	7.609	-4.685	1512.088	1499.634	1500.366	-0.489	3.649	-5.542	0.766	6.278	-6.967
469513.580	NaN	2.793	7.598	-4.707	1510.623	1499.634	1501.099	-0.519	3.725	-5.420	0.766	6.201	-7.043
469514.557	NaN	2.804	7.598	-4.707	1512.088	1498.901	1500.366	-0.519	3.573	-5.237	0.842	6.278	-7.196
469515.533	NaN	2.793	7.587	-4.707	1510.623	1499.634	1500.366	-0.580	3.542	-5.145	0.766	6.354	-7.120
469516.510	NaN	2.804	7.598	-4.696	1511.355	1498.901	1500.366	-0.504	3.542	-5.466	0.919	6.278	-7.043
469517.487	NaN	2.804	7.598	-4.685	1510.623	1499.634	1501.099	-0.489	3.328	-5.435	0.766	6.354	-6.890
469518.463	NaN	2.793	7.598	-4.696	1509.890	1498.901	1501.099	-0.458	3.450	-5.221	0.689	6.278	-6.967
469519.440	NaN	2.804	7.609	-4.685	1510.623	1500.366	1498.901	-0.626	3.420	-5.191	0.689	6.201	-7.120
