Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
93274.323	NaN	-3.174	1.489	9.478	1506.227	1503.297	1509.890	14.885	0.672	-23.481	-5.895	-0.459	8.421
93275.299	NaN	-3.174	1.489	9.478	1504.762	1504.029	1510.623	14.916	0.733	-23.618	-5.742	-0.459	8.498
93276.276	NaN	-3.185	1.489	9.467	1505.495	1504.029	1510.623	14.733	0.824	-23.420	-5.818	-0.306	8.421
93277.252	NaN	-3.185	1.489	9.457	1506.227	1504.029	1510.623	14.641	0.641	-23.557	-5.818	-0.306	8.421
93278.229	NaN	-3.185	1.489	9.467	1505.495	1504.029	1510.623	14.763	0.534	-23.664	-5.895	-0.306	8.421
93279.205	NaN	-3.185	1.478	9.467	1505.495	1503.297	1509.890	14.840	0.718	-23.710	-5.665	-0.383	8.421
93280.182	NaN	-3.174	1.478	9.457	1505.495	1502.564	1509.890	14.931	0.794	-23.435	-5.818	-0.306	8.421
93281.158	NaN	-3.163	1.489	9.467	1506.227	1504.029	1510.623	14.718	0.855	-23.344	-5.818	-0.230	8.498
93282.135	NaN	-3.163	1.489	9.467	1505.495	1504.029	1511.355	14.733	0.901	-23.634	-5.818	-0.306	8.421
93283.112	NaN	-3.163	1.489	9.457	1505.495	1504.029	1509.890	14.977	0.718	-23.634	-5.818	-0.383	8.421
93284.088	NaN	-3.174	1.478	9.457	1504.762	1502.564	1511.355	14.916	0.595	-23.496	-5.818	-0.306	8.421
93285.065	NaN	-3.174	1.489	9.457	1505.495	1504.029	1509.890	14.687	0.656	-23.420	-5.818	-0.383	8.268
93286.041	NaN	-3.174	1.489	9.457	1506.227	1503.297	1509.890	14.672	0.733	-23.405	-5.818	-0.306	8.344
93287.018	NaN	-3.163	1.489	9.467	1504.762	1504.029	1510.623	14.718	0.824	-23.511	-5.818	-0.230	8.498
93287.994	NaN	-3.174	1.489	9.467	1505.495	1504.029	1511.355	14.702	0.855	-23.557	-5.895	-0.306	8.498
93288.971	NaN	-3.163	1.489	9.457	1504.762	1504.029	1509.890	14.702	0.840	-23.450	-5.818	-0.383	8.344
93289.948	NaN	-3.152	1.489	9.457	1504.762	1504.029	1510.623	14.794	0.779	-23.496	-5.895	-0.306	8.421
93290.924	NaN	-3.152	1.500	9.467	1505.495	1504.029	1510.623	14.901	0.718	-23.466	-5.818	-0.306	8.421
93291.901	NaN	-3.141	1.489	9.457	1506.227	1504.029	1510.623	14.901	0.672	-23.420	-5.742	-0.306	8.421
93292.877	NaN	-3.141	1.489	9.467	1505.495	1503.297	1509.890	14.870	0.611	-23.420	-5.818	-0.383	8.574
93293.854	NaN	-3.152	1.489	9.467	1505.495	1504.029	1509.890	14.885	0.595	-23.542	-5.818	-0.383	8.574
93294.830	NaN	-3.141	1.489	9.478	1505.495	1504.029	1511.355	14.763	0.626	-23.466	-5.895	-0.230	8.268
93295.807	NaN	-3.152	1.489	9.478	1506.227	1504.029	1509.158	14.672	0.656	-23.313	-6.048	-0.383	8.421
93296.783	NaN	-3.152	1.489	9.467	1505.495	1504.029	1511.355	14.672	0.702	-23.176	-5.742	-0.459	8.421
93297.760	NaN	-3.163	1.489	9.467	1505.495	1503.297	1509.890	14.748	0.702	-23.252	-5.818	-0.459	8.421
93298.737	NaN	-3.163	1.500	9.467	1504.762	1503.297	1510.623	14.733	0.763	-23.282	-5.971	-0.306	8.344
93299.713	NaN	-3.152	1.500	9.478	1504.762	1504.762	1509.890	14.534	0.687	-23.435	-5.742	-0.230	8.498
93300.690	NaN	-3.163	1.489	9.467	1506.227	1504.029	1510.623	14.443	0.687	-23.405	-5.818	-0.383	8.421
93301.666	NaN	-3.174	1.478	9.467	1504.762	1504.029	1509.890	14.656	0.733	-23.145	-5.971	-0.306	8.421
93302.643	NaN	-3.163	1.478	9.457	1504.029	1503.297	1512.821	14.718	0.748	-23.038	-5.742	-0.306	8.651
93303.619	NaN	-3.152	1.489	9.457	1504.029	1504.029	1509.158	14.718	0.763	-23.176	-5.971	-0.383	8.344
93304.596	NaN	-3.163	1.478	9.457	1505.495	1504.029	1509.890	14.702	0.885	-23.344	-5.818	-0.230	8.421
93305.573	NaN	-3.152	1.478	9.446	1504.762	1503.297	1510.623	14.504	0.840	-23.298	-5.895	-0.383	8.344
93306.549	NaN	-3.152	1.467	9.435	1504.762	1503.297	1508.425	14.321	0.748	-23.206	-5.895	-0.383	8.421
93307.526	NaN	-3.152	1.478	9.446	1506.227	1504.029	1511.355	14.458	0.870	-23.237	-5.895	-0.306	8.344
93308.502	NaN	-3.152	1.489	9.446	1506.227	1504.029	1510.623	14.458	0.718	-23.145	-5.895	-0.459	8.421
93309.479	NaN	-3.163	1.478	9.435	1505.495	1504.762	1510.623	14.626	0.656	-23.053	-5.895	-0.459	8.574
93310.455	NaN	-3.163	1.478	9.435	1505.495	1504.029	1510.623	14.458	0.626	-23.084	-5.895	-0.306	8.268
93311.432	NaN	-3.174	1.467	9.446	1504.762	1503.297	1509.890	14.550	0.748	-23.282	-5.742	-0.383	8.421
93312.408	NaN	-3.163	1.467	9.457	1503.297	1502.564	1509.890	14.580	0.870	-23.359	-5.818	-0.383	8.421
93313.385	NaN	-3.152	1.478	9.467	1505.495	1503.297	1510.623	14.565	0.870	-23.252	-5.818	-0.230	8.344
93314.362	NaN	-3.152	1.467	9.457	1505.495	1503.297	1510.623	14.626	0.855	-23.099	-5.818	-0.306	8.344
93315.338	NaN	-3.152	1.478	9.457	1504.029	1502.564	1510.623	14.702	0.840	-23.191	-5.895	-0.383	8.421
93316.315	NaN	-3.163	1.478	9.446	1505.495	1504.029	1510.623	14.718	0.901	-23.191	-5.818	-0.383	8.344
93317.291	NaN	-3.152	1.478	9.457	1504.762	1503.297	1511.355	14.611	0.824	-23.053	-5.895	-0.383	8.268
93318.268	NaN	-3.141	1.478	9.457	1505.495	1504.029	1510.623	14.412	0.672	-23.084	-5.818	-0.306	8.498
93319.244	NaN	-3.152	1.478	9.457	1505.495	1503.297	1511.355	14.427	0.702	-23.359	-5.818	-0.306	8.344
93320.221	NaN	-3.174	1.467	9.446	1504.029	1503.297	1511.355	14.366	0.672	-23.359	-5.818	-0.383	8.498
93321.198	NaN	-3.163	1.467	9.446	1506.227	1503.297	1510.623	14.672	0.611	-23.252	-5.895	-0.383	8.421
