Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
432161.041	NaN	2.707	7.315	-4.957	1509.158	1499.634	1500.366	-1.191	-5.313	6.382	0.766	5.971	-7.273
432162.018	NaN	2.728	7.326	-4.935	1510.623	1500.366	1500.366	-1.237	-5.282	6.412	0.536	5.895	-7.273
432162.994	NaN	2.728	7.315	-4.935	1511.355	1499.634	1501.832	-1.069	-5.466	6.504	0.536	5.895	-7.273
432163.971	NaN	2.739	7.315	-4.935	1510.623	1500.366	1500.366	-1.084	-5.573	6.382	0.536	5.818	-7.349
432164.948	NaN	2.739	7.293	-4.924	1510.623	1498.901	1501.099	-1.221	-5.435	6.244	0.612	6.048	-7.273
432165.924	NaN	2.728	7.304	-4.935	1510.623	1500.366	1500.366	-1.405	-5.405	6.321	0.689	5.818	-7.349
432166.901	NaN	2.728	7.304	-4.935	1510.623	1499.634	1501.099	-1.328	-5.450	6.641	0.689	6.048	-7.196
432167.877	NaN	2.728	7.315	-4.935	1511.355	1499.634	1500.366	-1.053	-5.450	6.702	0.612	5.895	-7.273
432168.854	NaN	2.739	7.315	-4.935	1510.623	1499.634	1500.366	-0.718	-5.511	6.534	0.689	6.048	-7.426
432169.830	NaN	2.739	7.304	-4.935	1509.890	1499.634	1500.366	-0.687	-5.450	6.397	0.612	5.895	-7.196
432170.807	NaN	2.739	7.304	-4.924	1511.355	1500.366	1499.634	-1.069	-5.481	6.290	0.689	5.895	-7.349
432171.783	NaN	2.739	7.293	-4.924	1510.623	1499.634	1501.099	-1.282	-5.420	6.260	0.536	5.971	-7.196
432172.760	NaN	2.739	7.315	-4.913	1509.890	1499.634	1500.366	-1.099	-5.405	6.397	0.689	5.895	-7.273
432173.737	NaN	2.750	7.304	-4.913	1510.623	1498.901	1500.366	-1.130	-5.298	6.595	0.689	5.971	-7.273
432174.713	NaN	2.739	7.315	-4.935	1510.623	1498.901	1500.366	-1.053	-5.252	6.504	0.536	5.971	-7.426
