Timestamp	PC Timestamp	Low Noise Accelerometer X	Low Noise Accelerometer Y	Low Noise Accelerometer Z	Int A12	Int A13	Int A14	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z
258391.510	NaN	-3.076	1.413	9.500	1504.762	1504.029	1510.623	7.863	0.779	-14.336	-5.818	-0.383	8.498
258392.487	NaN	-3.076	1.413	9.500	1505.495	1504.029	1509.158	7.878	0.855	-14.122	-5.665	-0.383	8.344
258393.463	NaN	-3.076	1.402	9.500	1504.029	1503.297	1509.158	7.863	0.916	-14.382	-5.665	-0.306	8.421
258394.440	NaN	-3.076	1.413	9.500	1504.029	1504.762	1509.158	8.046	0.962	-14.382	-5.742	-0.459	8.498
258395.416	NaN	-3.054	1.424	9.511	1505.495	1504.762	1511.355	8.046	0.931	-14.366	-5.665	-0.383	8.574
258396.393	NaN	-3.054	1.424	9.522	1506.227	1504.029	1510.623	7.924	0.840	-14.473	-5.665	-0.536	8.268
258397.369	NaN	-3.065	1.413	9.522	1505.495	1503.297	1509.890	8.076	0.840	-14.305	-5.818	-0.459	8.191
258398.346	NaN	-3.054	1.413	9.511	1505.495	1503.297	1510.623	8.244	0.840	-14.214	-5.665	-0.459	8.421
258399.323	NaN	-3.054	1.402	9.511	1505.495	1503.297	1509.890	8.336	0.916	-14.412	-5.818	-0.459	8.498
258400.299	NaN	-3.054	1.424	9.522	1506.227	1504.029	1510.623	8.107	0.931	-14.626	-5.742	-0.459	8.421
258401.276	NaN	-3.065	1.413	9.511	1505.495	1503.297	1509.890	8.107	0.931	-14.580	-5.742	-0.459	8.574
258402.252	NaN	-3.076	1.413	9.500	1504.762	1503.297	1509.890	8.092	0.931	-14.519	-5.895	-0.383	8.421
258403.229	NaN	-3.087	1.402	9.500	1505.495	1504.029	1510.623	8.061	0.855	-14.489	-5.665	-0.536	8.344
258404.205	NaN	-3.076	1.413	9.500	1505.495	1503.297	1511.355	7.817	0.687	-14.336	-5.818	-0.383	8.498
258405.182	NaN	-3.054	1.413	9.500	1504.762	1504.762	1509.890	7.786	0.702	-14.336	-5.665	-0.383	8.498
258406.158	NaN	-3.065	1.413	9.511	1504.029	1503.297	1509.890	7.969	0.580	-14.397	-5.665	-0.459	8.498
258407.135	NaN	-3.054	1.413	9.500	1504.762	1503.297	1509.158	8.092	0.733	-14.321	-5.665	-0.459	8.344
258408.112	NaN	-3.054	1.402	9.511	1506.227	1503.297	1510.623	7.908	0.901	-14.397	-5.742	-0.459	8.574
258409.088	NaN	-3.054	1.402	9.511	1504.762	1504.029	1510.623	7.969	0.855	-14.351	-5.742	-0.383	8.344
