0.001,540.54,0,0,6.0978,-3.5082
0.002,539.24,-1.3047,0,5.9501,6.8211
0.003,538.01,-1.2716,33.101,5.9254,-3.1907
0.004,536.73,-1.2726,9.9609,5.7284,3.4767
0.005,535.44,-1.2748,2.7319,6.1225,3.648
0.006,534.18,-1.2887,-5.4191,5.8762,1.7296
0.007,532.86,-1.291,-6.8042,6.3441,-4.1428
0.008,531.57,-1.2987,-7.4756,5.9008,-3.5138
0.009,530.27,-1.3066,-5.332,6.0732,-0.016223
0.01,528.94,-1.3122,-7.7222,5.9008,3.9562
0.011,527.65,-1.3154,-6.6772,6.0978,-0.16796
0.012,526.3,-1.3296,-7.1875,5.9254,4.1075
0.013,524.99,-1.3321,-7.5073,6.0978,-4.1467
0.014,523.63,-1.3426,-8.7915,5.5068,2.2035
0.015,522.28,-1.3497,-7.1216,5.753,1.244
0.016,520.93,-1.3593,-7.6392,5.6053,0.93437
0.017,519.56,-1.3652,-7.9199,5.3097,0.44332
0.018,518.2,-1.3703,-6.3965,5.4575,0.29311
0.019,516.8,-1.3822,-6.8628,5.8516,-3.6726
0.02,515.43,-1.3817,-5.2979,5.4082,3.4783
0.021,514.02,-1.3936,-6.8555,5.7284,3.1669
0.022,512.65,-1.3917,-4.8901,5.4082,-1.7623
0.023,511.23,-1.4045,-7.4121,5.6545,-1.1356
0.024,509.84,-1.4066,-5.9741,5.4575,-2.2376
0.025,508.41,-1.4188,-8.1714,5.5314,-7.8024
0.026,506.99,-1.4235,-7.5415,5.3097,4.4196
0.027,505.55,-1.4326,-7.6904,5.6053,3.1504
0.028,504.11,-1.4422,-7.605,5.4575,2.0219
0.029,502.68,-1.4451,-7.4146,5.6299,-3.8332
0.03,501.2,-1.4568,-7.3926,5.162,3.1613
0.031,499.77,-1.4606,-6.311,5.4082,0.46015
0.032,498.27,-1.4696,-7.2046,5.1127,-0.17438
0.033,496.81,-1.4738,-5.874,5.2605,-0.33772
0.034,495.33,-1.4811,-6.5527,5.162,-2.3996
0.035,493.83,-1.4862,-6.4819,5.359,-3.3404
0.036,492.36,-1.4933,-7.7808,4.9649,6.6551
0.037,490.84,-1.502,-7.395,5.7284,6.8068
0.038,489.34,-1.5127,-7.2583,4.6694,0.77369
0.039,487.82,-1.5181,-8.2422,5.1373,2.5038
0.04,486.26,-1.5224,-6.687,4.5216,5.5441
0.041,484.77,-1.5346,-4.9292,5.0142,2.8419
0.042,483.23,-1.5354,-7.1436,4.5955,-0.65327
0.043,481.67,-1.5374,-6.46,4.9157,-4.6232
0.044,480.14,-1.5538,-5.0732,4.7187,-4.9404
0.045,478.58,-1.5547,-8.4131,4.8664,-3.6765
0.046,477,-1.5599,-8.645,4.5709,-5.2567
0.047,475.45,-1.5775,-5.7129,5.0142,-0.81132
0.048,473.87,-1.5806,-8.7549,4.5955,2.9973
0.049,472.26,-1.5823,-9.668,5.0881,-1.9266
0.05,470.67,-1.5985,-6.106,4.5955,-0.48772
0.051,469.09,-1.6083,-7.1143,4.7187,-1.7662
0.052,467.46,-1.608,-9.0137,4.2754,-4.946
0.053,465.83,-1.6161,-6.4868,4.7433,-6.2073
0.054,464.22,-1.6274,-4.6167,4.3492,3.9617
0.055,462.59,-1.631,-5.3979,4.9403,12.058
0.056,460.95,-1.6313,-5.542,4.497,-12.888
0.057,459.3,-1.635,-4.9316,4.6448,-6.0716
0.058,457.67,-1.6439,-5.9058,4.3,-5.2682
0.059,456.04,-1.6521,-7.4634,4.9157,-2.083
0.06,454.37,-1.6605,-7.9321,4.2754,-3.192
0.061,452.69,-1.6687,-7.7637,4.3985,-3.5079
0.062,451,-1.6746,-6.8164,4.1768,5.3949
0.063,449.33,-1.6827,-6.8945,4.5709,-2.7209
0.064,447.67,-1.6862,-7.2095,3.9552,-2.2338
0.065,445.96,-1.695,-8.2275,4.3985,-0.80649
0.066,444.26,-1.7047,-6.582,4.103,2.6793
0.067,442.53,-1.7158,-6.8018,4.8172,-0.017658
0.068,440.8,-1.7156,-6.3159,3.8567,-2.7326
0.069,439.09,-1.7202,-5.6372,4.4724,0.29953
0.07,437.38,-1.7265,-5.4761,3.8074,-5.8939
0.071,435.66,-1.7329,-8.2324,4.4724,5.5506
0.072,433.89,-1.7432,-9.0649,4.0537,3.8029
0.073,432.14,-1.7568,-8.2422,4.497,-1.5987
0.074,430.37,-1.7655,-7.9688,3.8813,-6.0558
0.075,428.6,-1.7677,-6.6919,4.3739,0.12326
0.076,426.83,-1.7727,-4.7559,3.9552,0.77467
0.077,425.06,-1.7766,-4.1821,4.3246,-0.65362
0.078,423.27,-1.7805,-5.2576,4.0291,0.94375
0.079,421.49,-1.7864,-5.3833,4.3246,1.0987
0.08,419.7,-1.794,-6.3489,3.7828,-5.0891
0.081,417.9,-1.7997,-7.1594,4.2754,0.93816
0.082,416.09,-1.8084,-7.6599,3.7828,-2.5602
0.083,414.28,-1.8163,-7.0886,4.3739,0.30046
0.084,412.45,-1.8247,-7.572,3.8813,-1.774
0.085,410.62,-1.8295,-6.8823,4.3492,3.6402
0.086,408.78,-1.8375,-6.6699,4.0044,-3.6634
0.087,406.94,-1.8428,-6.106,4.3246,-7.4856
0.088,405.09,-1.8497,-6.8469,3.6843,-3.1934
0.089,403.23,-1.8552,-6.8054,4.2261,5.8638
0.09,401.37,-1.8637,-7.2546,3.6843,0.94093
0.091,399.5,-1.8715,-6.8896,4.3492,-3.6688
0.092,397.62,-1.8791,-7.3511,3.7089,3.7954
0.093,395.73,-1.8841,-4.9158,4.2261,7.9241
0.094,393.84,-1.892,-7.4548,3.5858,-0.49952
0.095,391.95,-1.8883,-7.3987,4.2015,-0.34182
0.096,390.04,-1.9088,-8.3875,3.8813,-0.81419
0.097,388.18,-1.916,-8.4583,4.2015,1.4203
0.098,386.19,-1.9261,-12.184,3.8074,0.15204
0.099,384.26,-1.9343,-6.0229,4.2754,-2.0837
0.1,382.32,-1.9492,-5.5225,3.9798,0.95346
0.101,380.37,-1.9389,-3.8953,4.3985,-5.9004
0.102,378.43,-1.9437,-3.2471,4.0783,7.9219
0.103,376.49,-1.9455,-2.3584,4.2754,4.9029
0.104,374.54,-1.9505,-7.9663,4.103,-0.48751
0.105,372.59,-1.961,-9.4458,4.0783,-6.5299
0.106,370.62,-1.9788,-10.106,4.2261,-2.2442
0.107,368.63,-1.9909,-9.2529,4.2507,-2.3946
0.108,366.6,-1.9961,-7.4109,4.0537,1.091
0.109,364.59,-1.9968,-3.3191,4.2754,3.1569
0.11,362.61,-1.9981,-3.4717,4.0291,0.4564
0.111,360.63,-1.9954,-5.1013,4.1768,5.0529
0.112,358.64,-2.0082,-6.5857,3.7089,3.9547
0.113,356.62,-2.0216,-6.9519,3.9552,-1.9243
0.114,354.54,-2.0297,-8.4351,3.8074,-1.1279
0.115,352.5,-2.0328,-6.7151,4.0783,5.2202
0.116,350.48,-2.0375,-5.0781,3.9059,1.901
0.117,348.47,-2.0418,-3.9185,4.0044,-0.34136
0.118,346.43,-2.047,-4.834,3.9798,-1.6042
0.119,344.34,-2.0493,-6.9617,3.9798,3.1567
0.12,342.27,-2.057,-6.438,4.0783,3.1515
0.121,340.24,-2.0723,-4.4373,3.9798,5.3909
0.122,338.19,-2.074,-5.1965,4.2261,-4.1452
0.123,336.07,-2.0692,-6.2769,4.1522,4.9107
0.124,333.97,-2.0753,-4.2786,4.5463,-1.1303
0.125,331.92,-2.0884,-1.4563,4.9157,2.684
0.126,329.86,-2.0937,-3.0383,6.221,-5.1055
0.127,327.75,-2.0813,-5.9363,7.1815,6.8065
0.128,325.6,-2.0843,-3.8928,8.733,12.542
0.129,323.56,-2.105,0.57617,10.137,6.1627
0.13,321.5,-2.1078,-3.0432,11.541,9.034
0.131,319.34,-2.0909,-6.0986,12.107,3.4725
0.132,317.21,-2.0965,0.54565,13.339,4.9025
0.133,315.15,-2.1148,4.3848,14.028,11.106
0.134,313.08,-2.1022,0.74341,14.373,4.4413
0.135,310.92,-2.0859,-0.27588,14.792,12.54
0.136,308.83,-2.0871,6.7102,16.639,8.8824
0.137,306.78,-2.0979,8.0676,18.018,9.6681
0.138,304.71,-2.0813,6.8555,21.022,8.711
0.139,302.59,-2.0619,9.6851,23.042,17.93
0.14,300.52,-2.0516,17.053,25.899,19.366
0.141,298.52,-2.0387,15.713,27.82,25.406
0.142,296.52,-2.0126,13.684,30.184,33.836
0.143,294.52,-2.0027,14.16,31.76,33.983
0.144,292.52,-1.9935,15.63,33.903,42.554
0.145,290.5,-1.9808,15.103,35.258,44.132
0.146,288.55,-1.9606,19.618,37.449,46.207
0.147,286.62,-1.9371,23.081,37.819,64.315
0.148,284.72,-1.9046,27.33,40.947,68.446
0.149,282.84,-1.8781,31.063,43.557,79.73
0.15,280.98,-1.8442,35.223,47.202,87.349
0.151,279.16,-1.8052,36.753,49.419,98.624
0.152,277.39,-1.761,39.463,53.581,115.63
0.153,275.69,-1.7209,43.419,55.822,125.47
0.154,274.03,-1.6808,44.137,60.083,153.28
0.155,272.38,-1.6271,44.1,62.201,166.45
0.156,270.75,-1.5846,48.557,66.486,187.57
0.157,269.26,-1.5405,53.208,68.9,205.04
0.158,267.77,-1.4781,51.301,72.865,227.76
0.159,266.33,-1.4147,56.255,72.717,258.11
0.16,264.99,-1.3706,60.19,75.82,277
0.161,263.68,-1.3033,58.193,78.874,303.85
0.162,262.41,-1.2395,57.799,80.894,329.09
0.163,261.25,-1.1871,62.566,83.406,356.73
0.164,260.13,-1.1257,60.493,84.391,373.56
0.165,259.05,-1.0578,61.383,86.435,404.99
0.166,258.05,-1.0008,64.761,87.666,429.63
0.167,257.12,-0.93262,64.536,88.996,447.41
0.168,256.25,-0.86331,66.423,91.484,469.32
0.169,255.47,-0.80304,70.095,92.321,486.79
0.17,254.73,-0.72563,71.826,94.217,504.9
0.171,254.04,-0.65035,72.753,95.079,520.14
0.172,253.49,-0.57349,80.87,95.079,535.06
0.173,253,-0.49955,82.3,97.173,557.61
0.174,252.6,-0.39869,85.22,96.779,572.85
0.175,252.24,-0.31414,86.028,98.306,592.24
0.176,252.04,-0.22425,89.945,97.518,588.1
0.177,251.92,-0.14335,83.693,98.453,607.17
0.178,251.87,-0.049823,82.363,97.518,633.86
0.179,251.89,0.019775,81.619,97.32,638.14
0.18,251.99,0.097681,79.019,96.582,645.92
0.181,252.14,0.18384,77.817,96.089,653.07
0.182,252.41,0.25174,76.427,95.03,671.01
0.183,252.79,0.33926,76.422,94.611,680.23
0.184,253.14,0.40191,68.375,93.552,687.53
0.185,253.68,0.47979,65.477,93.454,697.86
0.186,254.15,0.52572,56.94,91.237,708.98
0.187,254.81,0.57913,57.369,90.326,711.53
0.188,255.42,0.62396,49.471,87.1,714.85
0.189,256.04,0.68876,50.205,85.351,720.89
0.19,256.8,0.72715,50.911,83.012,719.32
0.191,257.6,0.77675,48.613,80.352,722.64
0.192,258.44,0.83368,42.542,77.47,724.69
0.193,259.31,0.86703,41.306,74.638,720.57
0.194,260.21,0.90146,38.428,72.151,720.23
0.195,261.14,0.93368,33.735,69.86,709.61
0.196,262.1,0.96888,34.174,66.437,702.46
0.197,263.11,1.0024,36.427,66.929,695.8
0.198,264.15,1.0379,36.077,63.383,682.44
0.199,265.22,1.0836,34.469,60.92,664.66
0.2,266.33,1.1141,35.847,57.842,660.04
0.201,267.52,1.1412,34.551,55.354,648.14
0.202,268.68,1.1816,26.572,51.217,635.91
0.203,269.86,1.2107,27.527,49.099,614.14
0.204,271.13,1.2165,26,45.897,602.56
0.205,272.38,1.2517,19.294,43.582,577.46
0.206,273.6,1.2712,17.484,39.838,561.73
0.207,274.94,1.2781,18.137,37.523,544.42
0.208,276.21,1.2981,12.709,34.199,524.42
0.209,277.52,1.3071,9.1895,33.14,506.15
0.21,278.87,1.3152,10.311,32.007,494.39
0.211,280.14,1.3172,4.043,29.47,469.3
0.212,281.51,1.3296,3.0469,27.401,452.44
0.213,282.8,1.3183,0.89966,24.963,432.62
0.214,284.17,1.3224,-1.4819,21.884,421.5
0.215,285.46,1.3197,-4.2444,20.284,401.33
0.216,286.75,1.3098,-3.5608,17.23,375.44
0.217,288.11,1.3084,-6.0254,15.777,354
0.218,289.35,1.3005,-6.9507,13.018,344.31
0.219,290.71,1.2923,-6.3892,12.132,315.72
0.22,291.96,1.285,-11.681,10.161,302.06
0.221,293.21,1.2778,-8.8306,9.3487,288.24
0.222,294.54,1.25,-9.9536,8.339,264.09
0.223,295.74,1.2563,-14.711,7.8218,251.08
0.224,296.96,1.2425,-11.597,5.9008,232.81
0.225,298.25,1.2114,-8.0981,5.359,222.18
0.226,299.42,1.2198,-16.642,3.7828,205.18
0.227,300.6,1.2095,-15.487,3.3395,191.2
0.228,301.84,1.1731,-8.7427,2.3297,181.99
0.229,303.01,1.1651,-14.171,1.8618,163.88
